"ENCp_HEG" "ENCp_rest" "deltaENCp"
"GCF_000196875.1_ASM19687v1" 44.668 52.0027 0.141
"GCF_000055785.1_ASM5578v1" 45.0632 51.937 0.1323
"GCF_000327065.1_ASM32706v1" 41.4057 50.9297 0.187
"GCF_000195105.1_ASM19510v1" 40.9896 50.5678 0.1894
"GCF_000016565.1_ASM1656v1" 39.5954 48.7362 0.1876
"GCF_000204295.1_ASM20429v1" 38.9122 49.6878 0.2169
"GCF_000026105.1_ASM2610v1" 40.0215 49.7244 0.1951
"GCF_000019445.1_ASM1944v1" 38.852 50.773 0.2348
"GCF_000219705.1_ASM21970v1" 39.0637 49.6897 0.2138
"GCF_000012245.1_ASM1224v1" 42.2025 50.9572 0.1718
"GCF_000012205.1_ASM1220v1" 40.3716 51.6304 0.2181
"GCF_000213805.1_ASM21380v1" 40.5181 48.7595 0.169
"GCF_000237065.1_ASM23706v1" 40.5575 50.782 0.2013
"GCF_000292795.1_PF-R124.01" 37.6973 48.5597 0.2237
"GCF_000012265.1_ASM1226v1" 40.0751 49.557 0.1913
"GCA_000009225.1_ASM922v1" 39.7198 49.7609 0.2018
"GCF_000012445.1_ASM1244v1" 38.5989 48.7219 0.2078
"GCF_000194805.1_ASM19480v1" 40.014 50.8281 0.2128
"GCF_000226155.1_ASM22615v1" 41.4007 49.9739 0.1716
"GCF_000026645.1_ASM2664v1" 42.0326 50.3494 0.1652
"GCF_000021045.1_ASM2104v1" 42.6109 51.3864 0.1708
"GCF_000023025.1_ASM2302v1" 44.2569 53.7707 0.1769
"GCF_000013665.1_ASM1366v1" 42.3356 50.6529 0.1642
"GCF_000019225.1_ASM1922v1" 44.6995 50.4707 0.1143
"GCF_000091785.1_ASM9178v1" 46.2359 56.7736 0.1856
"GCF_000048645.1_ASM4864v1" 47.7444 57.0255 0.1628
"GCF_000239175.1_ASM23917v1" 50.4189 56.9661 0.1149
"GCF_000007765.1_ASM776v1" 50.6022 53.4169 0.0527
"GCF_000219045.1_ASM21904v1" 43.7029 57.5436 0.2405
"GCF_000019285.1_ASM1928v1" 47.0631 57.2185 0.1775
"GCF_000195555.1_ASM19555v1" 48.1354 57.0052 0.1556
"GCF_000248435.1_ASM24843v1" 51.8621 57.1719 0.0929
"GCF_000017785.1_ASM1778v1" 49.2455 57.2077 0.1392
"GCF_000024725.1_ASM2472v1" 51.4175 55.6672 0.0763
"GCF_000012805.1_ASM1280v1" 51.6993 55.9167 0.0754
"GCF_000143085.1_ASM14308v1" 50.5238 55.8978 0.0961
"GCF_000015585.1_ASM1558v1" 49.9539 54.8152 0.0887
"GCF_000014785.1_ASM1478v1" 47.1116 53.417 0.118
"GCF_000008325.1_ASM832v1" 44.3025 53.1805 0.1669
"GCA_000242255.3_ASM24225v3" 38.8011 48.5343 0.2005
"GCA_000230695.3_ASM23069v3" 43.3124 49.9451 0.1328
"GCA_000233915.4_ASM23391v4" 42.9273 48.1196 0.1079
"GCF_000225915.1_ASM22591v1" 40.031 47.6785 0.1604
"GCF_000221965.1_ASM22196v1" 40.4547 47.6093 0.1503
"GCF_000007145.1_ASM714v1" 39.9047 48.0385 0.1693
"GCF_000009165.1_ASM916v1" 40.4166 48.6249 0.1688
"GCF_000010025.1_ASM1002v1" 40.2433 49.2315 0.1826
"GCF_000185965.1_ASM18596v1" 42.1371 48.0136 0.1224
"GCF_000072485.1_ASM7248v1" 37.0092 46.938 0.2115
"GCF_000019765.1_ASM1976v1" 46.7812 53.684 0.1286
"GCF_000327045.1_ASM32704v1" 49.6436 54.7601 0.0934
"GCA_000224005.3_ASM22400v3" 45.1836 51.6657 0.1255
"GCA_000227745.3_ASM22774v3" 46.5759 52.4983 0.1128
"GCF_000025485.1_ASM2548v1" 44.5081 50.6898 0.122
"GCF_000021985.1_ASM2198v1" 41.8814 50.9794 0.1785
"GCF_000025545.1_ASM2554v1" 42.1357 52.0602 0.1906
"GCA_000227685.3_ASM22768v3" 46.4941 53.5782 0.1322
"GCF_000015345.1_ASM1534v1" 38.0708 44.4333 0.1432
"GCF_000007705.1_ASM770v1" 39.1139 47.9424 0.1841
"GCF_000283535.1_ASM28353v1" 39.218 50.0456 0.2164
"GCF_000021025.1_ASM2102v1" 36.4231 48.8048 0.2537
"GCF_000196295.1_ASM19629v1" 42.9315 49.5901 0.1343
"GCF_000020105.1_ASM2010v1" 41.432 50.4241 0.1783
"GCF_000026965.1_ASM2696v1" 39.9962 49.9142 0.1987
"GCF_000024165.1_ASM2416v1" 47.0697 53.8738 0.1263
"GCF_000236665.1_ASM23666v1" 38.6427 48.8754 0.2094
"GCF_000012425.1_ASM1242v1" 39.0546 51.644 0.2438
"GCF_000025965.1_ASM2596v1" 44.5551 52.6992 0.1545
"GCF_000021765.1_ASM2176v1" 45.2317 52.5128 0.1387
"GCF_000061505.1_ASM6150v1" 41.5082 50.0454 0.1706
"GCF_000253115.1_ASM25311v1" 44.4574 51.3866 0.1348
"GCF_000015725.1_ASM1572v1" 45.8417 51.6131 0.1118
"GCF_000019785.1_ASM1978v1" 42.1454 49.0181 0.1402
"GCF_000013605.1_ASM1360v1" 43.9888 51.2443 0.1416
"GCF_000013865.1_ASM1386v1" 45.4718 51.7001 0.1205
"GCF_000015505.1_ASM1550v1" 43.3509 49.9503 0.1321
"GCF_000015565.1_ASM1556v1" 44.1337 50.258 0.1219
"GCF_000176855.2_ASM17685v2" 43.5662 50.7206 0.1411
"GCF_000015325.1_ASM1532v1" 44.0722 51.3877 0.1424
"GCF_000022305.1_ASM2230v1" 43.3277 49.8629 0.1311
"GCF_000179015.2_ASM17901v2" 46.312 50.9424 0.0909
"GCF_000018665.1_ASM1866v1" 43.0301 48.8142 0.1185
"GCF_000023345.1_ASM2334v1" 43.6723 50.2445 0.1308
"GCF_000184745.1_ASM18474v1" 42.7897 50.3484 0.1501
"GCF_000215705.1_ASM21570v1" 46.4478 50.5475 0.0811
"GCF_000013625.1_ASM1362v1" 37.2198 48.3528 0.2302
"GCF_000026125.1_ASM2612v1" 42.6263 48.6084 0.1231
"GCF_000143225.1_ASM14322v1" 38.129 47.1867 0.192
"GCF_000221045.1_ASM22104v1" 40.3195 47.3736 0.1489
"GCF_000016345.1_ASM1634v1" 39.088 53.3103 0.2668
"GCF_000019745.1_ASM1974v1" 36.7386 53.0904 0.308
"GCF_000196015.1_ASM19601v1" 38.7038 51.416 0.2472
"GCA_000009285.2_ASM928v2" 39.95 48.8343 0.1819
"GCF_000203875.1_ASM20387v1" 39.4592 50.3297 0.216
"GCF_000020205.1_ASM2020v1" 38.6327 50.0415 0.228
"GCF_000009125.1_ASM912v1" 40.6956 49.7062 0.1813
"GCF_000215325.1_ASM21532v1" 40.1941 49.81 0.1931
"GCF_000198775.1_ASM19877v1" 45.2456 53.3689 0.1522
"GCF_000020045.1_ASM2004v1" 39.2991 50.341 0.2193
"GCF_000092885.1_ASM9288v1" 40.0724 50.0622 0.1995
"GCF_000176935.3_ASM17693v3" 39.298 50.2348 0.2177
"GCF_000148685.1_ASM14868v1" 38.5104 50.1428 0.232
"GCF_000013645.1_ASM1364v1" 39.5999 50.5859 0.2172
"GCF_000236065.1_ASM23606v1" 40.1242 48.7985 0.1778
"GCF_000020125.1_ASM2012v1" 38.622 49.8271 0.2249
"GCF_000022645.2_ASM2264v1" 41.4834 50.4639 0.178
"GCF_000194745.1_ASM19474v1" 41.574 49.5948 0.1617
"GCF_000010545.1_ASM1054v1" 39.5259 48.1489 0.1791
"GCF_000016205.1_ASM1620v1" 39.8377 50.1812 0.2061
"GCF_000203955.1_ASM20395v1" 40.1824 48.2837 0.1678
"GCF_000009485.1_ASM948v1" 39.2684 48.2952 0.1869
"GCF_000012945.1_ASM1294v1" 40.471 48.5973 0.1672
"GCF_000019925.1_ASM1992v1" 39.1161 48.9427 0.2008
"GCF_000012365.1_ASM1236v1" 41.2352 49.0571 0.1594
"GCF_000015465.1_ASM1546v1" 41.2167 48.7263 0.1541
"GCF_000011545.1_ASM1154v1" 41.4211 48.9652 0.1541
"GCF_000209655.1_ASM20965v1" 46.0464 52.3362 0.1202
"GCF_000070465.1_ASM7046v1" 42.2486 50.6351 0.1656
"GCF_000165835.1_ASM16583v1" 41.1054 48.2533 0.1481
"GCF_000195675.1_ASM19567v1" 42.1396 47.6742 0.1161
"GCF_000226625.1_ASM22662v1" 41.3998 57.468 0.2796
"GCF_000185745.1_ASM18574v1" 41.3591 57.8834 0.2855
"GCF_000012745.1_ASM1274v1" 45.4883 52.2414 0.1293
"GCF_000093025.1_ASM9302v1" 38.3922 51.0914 0.2486
"GCF_000023705.1_ASM2370v1" 35.2798 50.1587 0.2966
"GCF_000023745.1_ASM2374v1" 40.2424 49.4622 0.1864
"GCF_000013705.1_ASM1370v1" 46.5824 52.853 0.1186
"GCF_000025705.1_ASM2570v1" 43.8804 50.7796 0.1359
"GCF_000145255.1_ASM14525v1" 46.7536 51.982 0.1006
"GCF_000196355.1_ASM19635v1" 50.2955 55.7813 0.0983
"GCF_000175095.2_ASM17509v2" 46.608 54.0262 0.1373
"GCF_000219585.1_ASM21958v1" 46.3249 54.1614 0.1447
"GCF_000009145.1_ASM914v1" 48.8877 53.0622 0.0787
"GCF_000014765.1_ASM1476v1" 49.5 54.5675 0.0929
"GCF_000014865.1_ASM1486v1" 45.3895 51.2424 0.1142
"GCF_000283515.1_ASM28351v1" 44.5502 50.6876 0.1211
"GCF_000091125.1_ASM9112v1" 40.3403 49.6192 0.187
"GCF_000013005.1_ASM1300v1" 43.8918 52.0754 0.1571
"GCF_000253255.1_ASM25325v1" 43.5451 52.8607 0.1762
"GCF_000013325.1_ASM1332v1" 42.087 52.347 0.196
"GCF_000013985.1_ASM1398v1" 39.6708 48.4904 0.1819
"GCF_000218875.1_ASM21887v1" 42.8495 53.7569 0.2029
"GCF_000007105.1_ASM710v1" 40.4268 52.4396 0.2291
"GCF_000016765.1_ASM1676v1" 40.9341 48.2364 0.1514
"GCF_000024465.1_ASM2446v1" 44.9151 51.6077 0.1297
"GCF_000226315.1_ASM22631v1" 36.1951 46.8074 0.2267
"GCF_000016185.1_ASM1618v1" 46.1691 50.7709 0.0906
"GCF_000010725.1_ASM1072v1" 41.9893 49.1001 0.1448
"GCA_000632475.2_ASM63247v2" 44.8509 51.8673 0.1353
"GCF_000283655.1_ASM28365v1" 41.2887 48.7055 0.1523
"GCF_000009985.1_ASM998v1" 43.0612 49.206 0.1249
"GCF_000225955.1_ASM22595v1" 42.0692 48.0675 0.1248
"GCF_000013085.1_ASM1308v1" 41.9754 48.1659 0.1285
"GCF_000011685.1_ASM1168v1" 40.3332 51.5382 0.2174
"GCF_000021325.1_ASM2132v1" 40.7016 48.231 0.1561
"GCF_000010965.1_ASM1096v1" 39.6554 50.9599 0.2218
"GCF_000202835.1_ASM20283v1" 46.6689 52.1573 0.1052
"GCF_000014285.1_ASM1428v1" 41.3087 50.7232 0.1856
"GCF_000152825.2_ASM15282v2" 51.0419 54.9411 0.071
"GCF_000013025.1_ASM1302v1" 45.0949 51.5918 0.1259
"GCF_000023785.1_ASM2378v1" 38.747 54.1893 0.285
"GCF_000014745.1_ASM1474v1" 43.215 50.5928 0.1458
"GCF_000017265.1_ASM1726v1" 47.0122 53.4864 0.121
"GCF_000019145.1_ASM1914v1" 41.2513 50.3341 0.1805
"GCF_000092285.1_ASM9228v1" 39.3179 50.853 0.2268
"GCF_000006905.1_ASM690v1" 40.1279 50.2544 0.2015
"GCF_000175215.2_ASM17521v2" 40.624 51.2935 0.208
"GCF_000144605.1_ASM14460v1" 42.622 49.746 0.1432
"GCF_000016405.1_ASM1640v1" 45.9888 52.9553 0.1316
"GCF_000015985.1_ASM1598v1" 45.4988 51.6623 0.1193
"GCF_000203895.1_ASM20389v1" 41.1196 47.4759 0.1339
"GCF_000021865.1_ASM2186v1" 39.7724 47.6486 0.1653
"GCF_000164885.1_ASM16488v1" 38.5262 47.4504 0.1881
"GCF_000223375.1_ASM22337v1" 39.3835 46.5886 0.1547
"GCF_000013565.1_ASM1356v1" 48.493 53.1788 0.0881
"GCF_000011965.2_ASM1196v2" 39.6819 48.2127 0.1769
"GCF_000511355.1_ASM51135v1" 41.4134 49.3322 0.1605
"GCF_000014065.1_ASM1406v1" 41.927 52.6166 0.2032
"GCF_000014045.1_ASM1404v1" 46.3346 51.9649 0.1083
"GCF_000017565.1_ASM1756v1" 43.5775 51.9902 0.1618
"GCF_000166055.1_ASM16605v1" 45.538 52.4392 0.1316
"GCA_000230975.3_ASM23097v3" 45.7698 53.8979 0.1508
"GCF_000143145.1_ASM14314v1" 43.7046 51.487 0.1512
"GCF_000253295.1_ASM25329v1" 44.7635 52.9586 0.1547
"GCF_000230555.1_ASM23055v1" 46.4356 52.9696 0.1234
"GCF_000192745.1_ASM19274v1" 45.7485 52.1357 0.1225
"GCF_000236645.1_ASM23664v1" 36.7397 52.2923 0.2974
"GCF_000014245.1_ASM1424v1" 47.7476 54.869 0.1298
"GCF_000009625.1_ASM962v1" 43.6538 52.1123 0.1623
"GCF_000176035.2_ASM17603v2" 43.7037 51.7086 0.1548
"GCA_000230995.3_ASM23099v3" 43.6649 51.8784 0.1583
"GCF_000185905.1_ASM18590v1" 43.1949 51.4403 0.1603
"GCF_000017405.1_ASM1740v1" 40.6075 51.7579 0.2154
"GCF_000227645.1_ASM22764v1" 41.2688 49.7342 0.1702
"GCF_000192725.1_ASM19272v1" 41.1514 49.666 0.1714
"GCF_000018545.1_ASM1854v1" 44.0929 53.661 0.1783
"GCF_000017145.1_ASM1714v1" 45.6468 54.538 0.163
"GCA_000147775.3_ASM14777v3" 44.7259 54.0138 0.172
"GCF_000016285.1_ASM1628v1" 44.1424 52.1202 0.1531
"GCF_000192635.1_ASM19263v1" 42.575 52.6093 0.1907
"GCF_000092025.1_ASM9202v1" 42.1952 52.173 0.1912
"GCF_000021345.1_ASM2134v1" 43.108 51.7044 0.1663
"GCF_000020265.1_ASM2026v1" 42.9756 52.0848 0.1749
"GCF_000092045.1_ASM9204v1" 43.7498 52.4737 0.1663
"GCF_000023185.1_ASM2318v1" 43.5486 52.5916 0.1719
"GCF_000520875.1_ASM52087v1" 43.0354 52.0053 0.1725
"GCF_000517605.1_ASM51760v1" 43.1693 52.2176 0.1733
"GCF_000009265.1_ASM926v1" 43.472 52.4682 0.1715
"GCF_000016265.1_ASM1626v1" 42.1631 52.1915 0.1921
"GCF_000019365.1_ASM1936v1" 50.6051 55.9212 0.0951
"GCF_000022085.1_ASM2208v1" 49.7274 55.3565 0.1017
"GCF_000019725.1_ASM1972v1" 50.3431 55.235 0.0886
"GCF_000019945.1_ASM1994v1" 49.1131 54.3955 0.0971
"GCF_000021845.1_ASM2184v1" 48.8749 54.8177 0.1084
"GCF_000019845.1_ASM1984v1" 45.9611 52.9655 0.1322
"GCF_000021745.1_ASM2174v1" 43.9214 50.5898 0.1318
"GCF_000092925.1_ASM9292v1" 45.0512 50.6963 0.1114
"GCF_000017645.1_ASM1764v1" 44.925 51.7681 0.1322
"GCF_000010525.1_ASM1052v1" 45.6325 50.4159 0.0949
"GCF_000218585.1_ASM21858v1" 45.3562 52.0783 0.1291
"GCF_000013885.1_ASM1388v1" 46.5198 53.9482 0.1377
"GCF_000012725.1_ASM1272v1" 47.0113 53.4118 0.1198
"GCF_000020445.1_ASM2044v1" 42.9016 50.5452 0.1512
"GCF_000177255.2_ASM17725v2" 43.0514 50.5366 0.1481
"GCF_000013685.1_ASM1368v1" 43.6494 50.2454 0.1313
"GCF_000013365.1_ASM1336v1" 43.5451 49.1687 0.1144
"GCF_000014825.1_ASM1482v1" 43.6322 50.1053 0.1292
"GCF_000013745.1_ASM1374v1" 44.0356 49.8624 0.1169
"GCF_000015165.1_ASM1516v1" 43.8825 51.1338 0.1418
"GCF_000026145.1_ASM2614v1" 44.8186 50.7011 0.116
"GCF_000011365.1_ASM1136v1" 45.7845 52.9777 0.1358
"GCF_000284375.1_ASM28437v1" 45.8648 52.7797 0.131
