"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000024065.1_ASM2406v1" 1.6318 2.1184 1.3349 1.4414 1.0482 1.7681 0.389 1.1638 1.534 1.6381 0.6016 1.0942
"GCF_000215105.1_ASM21510v1" Inf Inf Inf Inf Inf Inf 0.6107 0.8171 Inf 0.4149 0.0033 Inf
"GCF_000024965.1_ASM2496v1" 1.0821 2.1606 -0.6195 Inf Inf Inf 1.8144 1.4944 0.4475 Inf -0.3938 Inf
"GCF_000202635.1_ASM20263v1" Inf 2.2853 0.2047 2.9439 2.8014 2.6453 0.309 1.1685 -0.3984 0.6178 0.0066 Inf
"GCF_000007665.1_ASM766v1" 1.1921 0.3089 0.6843 0.8191 0.6067 1.2342 0.8646 0.8955 -1.1823 0.7025 0.0644 0.5469
"GCF_000063485.1_ASM6348v1" 1.2226 2.1752 0.1875 1.8334 Inf 1.3197 0.1064 0.5572 Inf -0.9763 -0.3739 0.4831
"GCF_000197735.1_ASM19773v1" 2.6058 1.7072 1.4618 2.2252 3.6964 2.7641 0.4299 0.725 0.6474 1.0094 0.4255 1.4145
"GCF_000196235.1_ASM19623v1" 1.9499 1.894 0.2443 1.6007 2.3489 1.7914 0.0212 0.365 0.5706 0.4868 0.1987 0.8194
"GCF_000189535.1_ASM18953v1" 1.5566 1.7281 0.3204 1.4271 1.8458 1.8363 -0.0048 0.23 0.6386 1.2406 0.3634 0.8097
"GCF_000022025.1_ASM2202v1" 3.041 2.132 0.0735 1.3728 1.9271 1.9126 0.0054 0.0954 0.3756 1.0536 0.1363 0.8741
"GCF_000014925.1_ASM1492v1" 2.06 2.3876 0.4111 1.1228 3.0663 2.0193 -0.0327 0.6707 1.0993 1.0739 0.6183 0.9331
"GCF_000018885.1_ASM1888v1" 1.5011 1.8332 1.9985 1.6021 2.5016 1.4414 0.2504 0.8261 0.4775 1.4257 1.0698 1.4403
"GCF_000010285.1_ASM1028v1" 0.4682 1.1964 0.1483 0.6447 0.9752 1.1865 -0.5561 -0.369 Inf 1.6466 -0.2389 0.1921
"GCF_000164695.2_ASM16469v2" 1.5263 1.6631 1.2818 1.3074 2.6225 2.1425 0.3644 0.4862 0.7352 1.5488 0.8188 1.1401
"GCF_000011025.1_ASM1102v1" 1.3607 2.3854 1.3367 2.0607 2.1382 2.4368 0.1746 0.8062 0.1871 1.7645 1.366 1.5371
"GCF_000023205.1_ASM2320v1" 1.563 0.4009 -0.8092 1.0694 1.9812 2.1614 0.8116 -0.4005 Inf -0.5078 -0.3774 0.2325
"GCF_000017305.1_ASM1730v1" Inf Inf 0.3477 Inf 1.6122 2.6161 0.4824 1.5102 -0.0036 Inf 1.3378 Inf
"GCF_000023925.1_ASM2392v1" 0.2043 1.1381 0.7338 0.3165 2.0908 2.0451 1.0365 0.7336 0.4387 0.5446 -0.0786 0.2287
"GCF_000184685.1_ASM18468v1" 0.9086 2.2493 0.7736 0.6321 2.8114 2.4308 0.5726 1.0473 0.3849 1.1658 -0.4947 0.2381
"GCF_000015265.1_ASM1526v1" 0.9177 2.6686 1.0822 1.4543 2.7989 Inf 1.1278 1.1771 0.3844 1.4516 0.9221 1.0758
"GCF_000270245.1_ASM27024v1" 1.2015 0.8514 2.4111 0.9701 1.4049 2.8638 0.9982 0.6952 0.7185 0.8586 0.3644 1.0048
"GCF_000008345.1_ASM834v1" 1.0383 0.6383 0.811 0.5083 1.8496 1.7864 1.3043 0.4074 0.5734 0.9933 0.105 0.4793
"GCF_000240055.1_ASM24005v1" 1.0376 0.6219 0.8116 0.5188 2.0616 1.7419 1.2539 0.4295 0.6919 1.0169 0.1081 0.4825
"GCF_000024345.1_ASM2434v1" 1.8662 1.2926 Inf 0.6623 1.7359 1.9591 0.634 1.1646 0.6858 0.6106 0.6784 Inf
"GCF_000024025.1_ASM2402v1" 1.3806 1.1349 0.7449 1.5477 2.4309 2.825 0.977 0.9258 0.318 0.4775 0.4254 0.8992
"GCF_000269985.1_ASM26998v1" Inf Inf 0.1245 1.3089 Inf Inf 1.5371 0.1125 -0.3124 0.3282 -0.7628 Inf
"GCF_000237305.1_ASM23730v1" Inf 1.7258 0.9344 0.9541 3.2841 3.8467 1.1004 1.0786 0.8097 1.4423 -0.5024 Inf
"GCF_000203835.1_ASM20383v1" Inf 1.3706 1.226 0.4783 Inf 3.6441 0.9131 1.3294 0.1949 0.9757 -0.2873 Inf
"GCF_000092385.1_ASM9238v1" 1.2797 0.8019 2.2559 0.9608 2.5475 2.7726 1.2482 0.8863 1.167 0.6831 -0.274 0.758
"GCA_000147815.3_ASM14781v3" 1.0538 1.1399 1.9226 1.1858 1.6804 2.8526 0.9864 0.7658 0.8608 0.4404 -0.1713 0.7452
"GCF_000010605.1_ASM1060v1" 1.4084 2.3262 -0.4222 0.7294 1.9705 3.5353 0.6482 0.6779 0.861 1.5528 -0.6768 0.0518
"GCF_000213055.1_ASM21305v1" 1.6974 Inf 0.334 0.7818 2.6574 2.2114 0.8301 0.4497 -0.5407 0.9994 -0.2859 0.4266
"GCF_000091305.1_ASM9130v1" 1.5028 1.6718 Inf 2.483 2.0663 3.0399 0.795 0.9046 0.1845 1.3478 -0.3123 Inf
"GCF_000009765.2_ASM976v2" 1.5597 2.3872 0.5951 1.2564 2.3171 2.386 0.924 1.2 0.5463 0.9972 -0.632 0.4149
"GCF_000092825.1_ASM9282v1" 2.3405 0.7018 2.7608 1.1712 1.2713 1.1938 0.6027 0.5053 Inf 0.6972 0.2628 1.2769
"GCF_000023145.1_ASM2314v1" 2.2224 1.5002 2.2478 1.5681 1.8065 1.4709 0.3249 0.7107 0.4707 0.8842 0.9109 1.5248
"GCF_000069945.1_ASM6994v1" 2.1875 2.4956 1.3006 1.7912 2.4941 3.3843 0.7199 0.4882 1.3791 0.6076 0.6286 1.307
"GCF_000006605.1_ASM660v1" 2.5586 1.999 2.4723 1.9542 2.5571 4.8628 0.8307 0.5821 -0.0495 0.4154 0.4935 1.5612
"GCF_000177535.2_ASM17753v2" 2.5666 3.5061 1.8693 1.9194 2.5693 4.2583 1.0236 1.0403 0.0644 1.1279 1.0167 1.6578
"GCF_000179395.2_ASM17939v2" 1.1594 3.4442 1.5603 2.5906 2.6181 3.3348 0.8263 0.2908 1.6404 1.4159 0.4979 1.3412
"GCF_000022905.1_ASM2290v1" 3.2224 1.981 1.2447 1.7264 2.9196 2.919 0.8473 1.1554 0.5477 0.6699 0.8303 1.511
"GCF_000215645.1_ASM21564v1" 2.948 2.5993 2.7543 2.0814 2.9778 2.6431 1.2762 0.6122 1.0492 0.9688 1.1026 1.93
"GCF_000255935.1_ASM25593v1" 2.7454 2.6767 2.4459 2.2148 3.2024 2.3488 1.2334 0.6951 0.7299 1.0485 1.1956 1.92
"GCF_000152065.1_ASM15206v1" 2.7419 2.6784 2.4483 2.2137 3.2 2.3506 1.2346 0.6953 0.6908 1.231 1.2006 1.9203
"GCF_000195815.1_ASM19581v1" 2.6508 2.5238 2.4543 2.2808 2.637 2.9362 1.1615 0.8825 1.1966 0.6602 1.1255 1.8925
"GCF_000255235.1_ASM25523v1" 2.6432 2.6341 2.4515 2.2716 2.5722 2.9344 1.1541 0.8364 1.2128 0.6662 1.0766 1.8702
"GCF_000011305.1_ASM1130v1" 2.9258 1.9026 0.8704 1.5225 2.1863 3.115 0.3267 0.6734 2.1176 0.8448 -0.0088 0.9767
"GCF_000011325.1_ASM1132v1" 2.3006 1.6711 2.2828 2.0471 2.8818 2.9427 0.9559 1.0883 1.216 0.8705 1.2449 1.7937
"GCF_000214175.1_ASM21417v1" 1.2228 0.6725 0.8503 0.6425 1.7189 1.4303 0.4548 0.2611 1.0868 0.7333 0.5904 0.7515
"GCF_000009805.1_ASM980v1" 3.1769 1.1633 Inf 1.4124 2.6504 2.2837 0.8537 0.3669 0.9048 1.1404 0.4374 Inf
"GCF_000284035.1_ASM28403v1" 1.8955 1.6333 Inf 1.7811 1.8924 2.2103 0.8601 0.6442 Inf 1.4797 0.7016 Inf
"GCF_000196695.1_ASM19669v1" 1.3575 1.3716 -0.2272 0.8374 2.3764 3.1894 0.8135 0.1313 0.7163 1.1507 0.2768 0.4935
"GCF_000010105.1_ASM1010v1" 2.4141 1.487 2.1581 1.3077 2.1962 2.6366 0.8016 0.3691 2.2268 1.2193 0.7191 1.3829
"GCF_000010805.1_ASM1080v1" 1.3228 1.1967 0.988 1.1266 3.5582 2.4229 0.7054 0.1603 1.6617 1.2807 0.2795 0.7841
"GCF_000014565.1_ASM1456v1" 1.8221 1.3152 0.8793 1.1714 3.7624 2.8797 0.8067 0.1388 Inf 1.4775 0.2849 0.8532
"GCF_000092225.1_ASM9222v1" 1.7398 0.8574 0.8523 1.8181 3.4656 2.9981 1.5743 0.5474 Inf 1.8746 0.3921 1.0617
"GCF_000024785.1_ASM2478v1" 1.468 0.8961 2.0099 0.9391 1.6214 1.6776 0.7385 0.3206 1.3531 1.7347 0.2758 0.9426
"GCF_000247715.1_ASM24771v1" 1.6671 0.92 0.8927 1.5994 1.8758 2.0015 0.6087 0.4787 1.7201 1.4758 0.8616 1.1858
"GCA_000230895.3_ASM23089v3" 1.0179 0.3961 0.3518 0.5669 1.1443 1.6389 0.486 0.3809 1.2777 0.7369 0.5092 0.5769
"GCF_000266905.1_ASM26690v1" 0.8801 0.7573 2.2674 0.6766 1.7993 1.8153 0.8817 0.1476 1.9136 0.46 0.3647 0.8731
"GCF_000016365.1_ASM1636v1" 1.268 0.4299 1.5974 0.6863 1.6969 1.6476 0.4929 0.3677 2.037 0.9983 0.0551 0.6704
"GCF_000015305.1_ASM1530v1" 1.2555 0.6224 1.658 0.7424 1.7188 1.8517 0.6672 0.3532 0.7921 1.5109 0.4015 0.8419
"GCF_000015405.1_ASM1540v1" 1.4823 0.8165 1.277 0.3285 2.5968 2.2969 0.5545 0.1734 1.3102 0.9796 0.3451 0.6786
"GCF_000015005.1_ASM1500v1" 1.9273 0.7778 1.5181 0.6097 1.9872 1.8773 0.6263 0.0513 2.011 1.2934 -0.1989 0.6387
"GCF_000214155.1_ASM21415v1" 1.6037 1.3785 0.9419 1.2118 1.8132 1.6417 0.9098 1.3516 1.7082 0.9838 0.4329 0.9049
"GCF_000277145.1_ASM27714v1" 1.1547 1.1149 1.9749 1.112 0.794 1.0309 0.5796 0.9202 0.8319 0.3674 0.0694 0.8479
"GCF_000014985.1_ASM1498v1" 1.1519 1.1597 1.7069 1.3092 0.6173 1.3447 0.6743 0.8157 0.8047 0.2617 0.0655 0.8431
"GCF_000026685.1_ASM2668v1" 0.4838 0.3881 0.757 0.3952 0.8276 0.7499 0.5606 0.3858 1.8646 0.259 0.0777 0.3442
"GCF_000154605.2_ASM15460v2" 0.4237 0.2673 0.4364 0.5757 0.7117 0.6821 0.4851 0.4794 0.5196 -0.0038 0.1961 0.3668
"GCF_000153685.2_ASM15368v2" 0.4281 0.2646 0.4315 0.5745 0.7045 0.6806 0.4846 0.4709 0.5116 -0.014 0.1906 0.364
"GCF_000023625.1_ASM2362v1" 0.4268 0.2663 0.4345 0.5769 0.7104 0.6803 0.4839 0.4777 0.5159 -0.0063 0.1949 0.3667
"GCA_000277085.1_ASM27708v1" 0.3152 0.203 0.4242 0.5152 0.7002 0.7002 0.5436 0.481 0.4573 0.068 0.0404 0.2694
"GCF_000224435.1_ASM22443v1" 0.424 0.2641 0.4344 0.5746 0.7042 0.6813 0.4838 0.4734 0.5239 -0.0091 0.1894 0.3634
"GCA_000013925.1_ASM1392v1" 1.3572 1.2119 1.0551 0.8028 0.8411 1.1047 0.4162 0.719 1.1247 0.4679 0.1203 0.6498
"GCF_000069185.1_ASM6918v1" 1.5434 1.832 1.102 1.2029 2.0416 1.9728 0.8193 0.7394 1.2628 1.2617 0.6331 0.998
"GCF_000196675.1_ASM19667v1" 2.0147 2.6794 Inf 1.7403 Inf 2.5046 1.4944 0.82 0.8974 1.0123 1.0702 Inf
"GCF_000062885.1_ASM6288v1" 2.0056 1.8926 1.2 Inf 1.0331 2.7803 0.561 0.8469 0.3387 -0.291 -0.4879 Inf
"GCF_000023245.1_ASM2324v1" 0.5392 -0.2445 Inf Inf Inf 2.2206 0.4 0.1241 -0.7766 0.5629 -0.6473 Inf
"GCF_000220945.1_ASM22094v1" 2.003 2.1461 Inf 0.8182 1.8892 1.7918 0.9258 0.855 0.6529 0.1927 0.357 Inf
"GCF_000023865.1_ASM2386v1" 0.7844 0.8492 0.3093 0.8253 1.6272 2.3135 1.058 0.3675 0.738 0.5051 -0.5764 0.1449
"GCF_000196835.1_ASM19683v1" 1.2467 1.9994 Inf 0.7333 1.7862 1.6494 0.6378 0.6101 0.0111 -0.0889 0.2156 Inf
"GCF_000024365.1_ASM2436v1" 1.285 0.6662 1.2621 1.0045 1.7507 1.9359 0.6485 0.0639 0.7107 0.0354 0.1172 0.7239
"GCF_000025345.1_ASM2534v1" 1.6065 1.2017 Inf Inf Inf 2.3924 0.5179 1.3265 -0.0951 0.1337 0.8204 Inf
"GCF_000024545.1_ASM2454v1" 2.3458 1.4631 0.453 1.5023 1.4379 1.0924 0.416 0.5271 0.8137 0.6609 -0.2501 0.7308
"GCF_000237145.1_ASM23714v1" 1.9278 1.4705 1.6836 1.3252 2.3079 2.7153 1.0949 1.6401 0.2962 0.5782 0.0988 0.9788
"GCF_000016425.1_ASM1642v1" 1.5346 1.1935 2.2923 1.1085 1.5565 2.1989 1.1213 0.4719 0.1194 0.9577 0.03 0.971
"GCF_000018265.1_ASM1826v1" 1.1033 1.4475 1.0903 1.6759 1.3904 2.9179 1.1616 0.5227 0.5264 0.7486 0.3553 0.9153
"GCF_000204155.1_ASM20415v1" 1.6761 2.0145 1.6861 1.6465 1.3924 3.9652 1.1292 0.7287 1.0078 0.4931 -0.3723 0.8273
"GCF_000177655.2_ASM17765v2" 1.152 1.7357 Inf Inf 2.0451 2.6312 1.1296 0.4385 0.6964 0.7258 -0.1814 Inf
"GCF_000092645.1_ASM9264v1" 0.5077 0.6864 0.7154 0.2313 0.8441 1.8233 0.208 0.086 0.0591 0.209 -1.2357 -0.2727
"GCF_000024865.1_ASM2486v1" 0.727 2.5927 0.4739 0.8555 Inf 2.7021 0.6033 0.5489 -0.2498 0.2176 -0.8868 0.0333
"GCF_000092985.1_ASM9298v1" 0.2272 1.6637 0.8194 0.1712 Inf 1.8241 0.6385 0.2925 0.2701 0.3242 -1.2317 -0.2519
"GCF_000012405.1_ASM1240v1" 1.3625 1.5994 0.0724 1.274 1.833 1.8972 0.9571 0.3495 0.6021 0.4872 -0.5423 0.2957
"GCF_000023265.1_ASM2326v1" -0.0469 0.0126 0.1912 -0.3865 0.598 2.8108 0.3163 -0.0158 0.2535 -0.1396 -0.5169 -0.2644
"GCF_000025265.1_ASM2526v1" 0.7802 -0.7373 0.8403 -0.717 0.011 1.5738 -0.2893 -0.4676 -0.4608 -0.5919 -1.2974 -0.4588
"GCF_000014185.1_ASM1418v1" 0.0269 1.1211 0.0058 1.6741 2.3317 1.291 0.6906 -0.2874 -0.3853 0.1209 -0.34 0.3162
"GCF_000025185.1_ASM2518v1" 0.4641 0.7809 0.6068 0.5748 0.0212 1.1318 -0.6569 0.262 0.6727 0.4268 0.2356 0.419
"GCF_000196115.1_ASM19611v1" 0.7729 0.9431 0.7083 1.1597 -0.342 0.2733 -0.5491 0.485 0.4764 0.7476 0.3069 0.6716
"GCF_000092105.1_ASM9210v1" 0.639 0.6135 0.4478 0.2275 0.8323 1.334 0.1104 0.2225 -0.2097 0.3514 -0.207 0.1509
"GCA_000165715.3_ASM16571v3" 0.2395 0.6755 0.5471 0.5577 0.8466 -0.3799 -0.0621 0.1813 -0.2977 0.5492 0.4011 0.4445
"GCF_000186345.1_ASM18634v1" 0.1983 0.4859 0.42 0.2464 0.1244 0.3017 -0.2494 0.3908 0.4972 0.0352 0.2017 0.2527
"GCA_000242455.3_ASM24245v3" 0.6238 0.2767 0.5111 0.6164 0.3646 0.3449 -0.1906 0.3361 0.9828 0.6705 0.2127 0.425
"GCF_000237205.1_ASM23720v1" 0.4203 0.1088 0.3548 0.4389 0.0656 0.1278 -0.2955 0.0386 -0.1353 0.0625 0.0097 0.2415
"GCF_000011565.1_ASM1156v1" 0.3447 0.7222 0.287 0.5435 0.168 0.3871 -0.0618 0.2862 -0.0027 0.3292 0.0816 0.2776
"GCF_000092785.1_ASM9278v1" 0.2152 0.4444 0.0713 -0.0344 0.0021 0.2863 -0.0251 0.1327 -0.1767 -0.0408 -0.2886 -0.0873
"GCF_000253035.1_ASM25303v1" 0.4983 0.5665 0.606 0.6856 0.1749 0.167 -0.1774 0.3443 0.4348 0.4179 0.2477 0.4609
"GCF_000006685.1_ASM668v1" 0.4734 0.3319 0.3886 0.2149 0.2479 0.2742 0.0363 0.0246 0.0399 0.4108 -0.0488 0.1937
"GCF_000226605.1_ASM22660v1" 0.4478 0.2444 0.231 0.1773 0.04 0.3118 0.1115 0.1443 0.2239 0.3686 -7e-04 0.1629
"GCF_000011165.1_ASM1116v1" 0.1575 0.0503 -0.0122 -0.2285 -0.0954 -0.2505 -0.6459 0.0335 0.2017 -0.1581 -0.4386 -0.2001
"GCF_000204135.1_ASM20413v1" -0.2989 -0.0176 -0.1658 -0.3924 -0.0641 0.0155 -0.1447 -0.6738 -0.3665 -0.3027 -0.5516 -0.3887
"GCF_000026025.1_ASM2602v1" -0.014 0.3619 -0.2013 -0.2509 0.0215 0.1487 -0.2686 0.0936 -0.0585 0.1771 -0.1737 -0.1714
"GCF_000191925.1_ASM19192v1" 0.0857 0.3827 -0.0222 -0.1538 0.0285 0.146 -0.2719 0.2261 0.1204 0.2065 -0.1015 -0.0657
"GCF_000007605.1_ASM760v1" 0.3746 0.5353 0.086 0.1699 0.0514 0.0216 -0.2358 0.2235 0.1677 0.1214 -0.0355 0.1068
"GCF_000009945.1_ASM994v1" 0.1705 0.4964 0.0385 -0.0068 -0.1189 0.1261 -0.1295 0.3455 0.1573 0.2367 0.0915 0.0691
"GCF_000025905.1_ASM2590v1" 1.1358 1.5098 1.605 0.821 -0.5526 1.717 -0.5623 0.9298 0.9863 1.3884 0.9863 1.0966
"GCF_000019965.1_ASM1996v1" 0.8646 0.9428 0.6192 0.2576 0.3108 0.6241 -0.0374 0.4885 0.8055 0.7658 0.5337 0.5264
"GCA_000242935.3_ASM24293v3" 1.0526 1.14 1.095 0.6506 0.4597 0.8632 0.1406 0.6229 0.479 0.8645 0.8342 0.8705
"GCF_000019665.1_ASM1966v1" -0.598 -0.283 -0.2351 -0.4392 0.1446 0.0814 0.0014 -0.28 -0.1193 -0.438 -0.4799 -0.4359
"GCF_000020225.1_ASM2022v1" 0.4494 0.9408 0.4423 0.3999 0.2516 1.0873 -1.1724 0.3219 1.8467 0.4147 0.4407 0.4316
"GCF_000143725.1_ASM14372v1" 0.3677 0.7785 1.2698 0.6314 -0.0367 0.1767 -0.0327 0.3096 -0.2578 0.0404 1.2018 0.8345
"GCF_000092845.1_ASM9284v1" 0.4797 0.797 0.9416 0.4359 -0.6908 -0.0163 -0.1295 0.2637 -0.1831 0.199 1.0407 0.6896
"GCF_000022105.1_ASM2210v1" 0.71 1.2463 0.795 0.7672 -0.3198 0.2128 0.1834 0.4763 0.0296 0.49 0.9622 0.8063
"GCF_000223215.1_ASM22321v1" 0.6275 1.033 0.8282 0.7841 -0.3998 0.0953 0.1776 0.4489 0.0207 0.3287 0.8886 0.7836
"GCF_000019685.1_ASM1968v1" -0.7598 -1.1628 -0.4918 -0.8072 0.7347 0.6079 0.4107 -0.6197 -0.2329 -0.3149 -0.5273 -0.6397
"GCF_000012085.1_ASM1208v1" -0.5343 -0.7415 -0.6744 -0.7633 0.3693 0.6489 0.4682 -0.5071 -0.385 -0.598 -0.4307 -0.5971
"GCF_000165595.2_ASM16559v2" -0.8431 -0.1301 -0.9948 -0.8554 0.6166 0.6024 0.3631 -0.4084 -0.4495 -0.3369 -0.5469 -0.7813
"GCF_000222305.1_ASM22230v1" -0.985 -0.5339 -0.7481 -0.9171 0.7754 0.5976 0.3462 -0.501 -0.6274 -0.314 -0.7082 -0.8253
"GCF_000196215.1_ASM19621v1" -1.4887 -0.5137 -0.5557 -0.7244 0.8097 0.6252 0.2799 -0.375 -0.9718 -0.4337 -0.1975 -0.6336
"GCA_000166655.2_ASM16665v1" -1.0492 -0.4686 -0.7724 -0.7688 0.7463 0.5759 0.2568 -0.4553 -0.9429 -0.357 -0.6832 -0.7872
"GCF_000147075.1_ASM14707v1" -0.5113 -0.5089 -0.291 -0.4745 0.478 -0.0156 -0.3068 -0.2031 -0.9758 -0.3179 -0.6156 -0.4987
"GCA_000184345.2_ASM18434v2" -0.5027 -0.3364 0.0476 -0.3883 0.9108 0.2695 -0.0116 -0.1947 -0.6594 -0.2339 -0.2316 -0.2706
"GCA_000242595.3_ASM24259v3" 0.5073 0.2085 0.2159 0.0766 0.8266 0.4824 -0.1562 0.1132 -0.5393 -0.2556 -0.0685 0.1272
"GCF_000214355.1_ASM21435v1" 0.514 0.3977 0.8855 0.409 1.2751 0.637 0.1068 0.3532 0.3411 0.51 0.5979 0.5982
"GCF_000214375.1_ASM21437v1" -0.0869 -0.1636 0.4229 -0.0674 0.4528 0.6054 -0.2644 0.008 0.1965 -0.2046 0.1607 0.1165
"GCF_000212415.1_ASM21241v1" -0.2679 0.066 0.4626 -0.1442 1.6804 0.6508 -0.13 -0.2067 -0.1343 0.0419 0.1065 0.0535
"GCF_000195275.1_ASM19527v1" 0.2826 0.1999 0.6943 0.2617 1.6611 0.5951 -0.0656 -0.0816 0.0554 0.3202 0.52 0.4469
"GCF_000008185.1_ASM818v1" 0.628 0.3554 0.9565 0.5503 0.7455 0.7637 -0.0639 -0.0975 0.2522 0.064 0.2852 0.5403
"GCF_000024485.1_ASM2448v1" -0.2416 -0.5568 -0.0434 -0.1988 0.3998 0.8975 0.5885 -0.1389 -0.8457 -0.5764 -0.0663 -0.1242
"GCF_000246775.1_ASM24677v1" -0.2442 -0.5565 -0.044 -0.1991 0.3928 0.8822 0.5856 -0.1404 -0.8416 -0.5657 -0.0698 -0.1262
"GCF_000208385.1_ASM20838v1" 0.2561 0.4148 0.3225 0.165 1.2512 0.7745 0.2962 0.0683 0.7651 0.2995 -0.0033 0.1507
"GCF_000190435.1_ASM19043v1" 0.1644 0.6576 0.2699 0.3937 1.771 0.8401 0.0422 0.2373 0.3947 0.2398 -0.0919 0.1406
"GCF_000236685.1_ASM23668v1" 0.2967 0.7095 0.3779 0.161 1.4644 0.6703 -0.0238 0.1759 -0.065 0.1277 -0.0405 0.1487
"GCF_000143985.1_ASM14398v1" 0.1731 0.1382 -0.0935 -0.0749 1.1865 0.5357 0.0585 -0.1302 -0.2886 -0.061 -0.2604 -0.1064
"GCF_000266885.1_ASM26688v1" 0.3636 0.5358 0.01 0.2031 0.0736 0.1031 -0.2891 0.3486 0.1609 0.7757 0.1135 0.1543
"GCF_000017685.1_ASM1768v1" 0.9014 1.0646 1.0187 1.0495 0.1461 0.2571 0.0433 0.6137 0.2472 0.5828 0.3518 0.7429
"GCF_000007685.1_ASM768v1" 0.4566 0.6557 0.95 0.4698 0.4879 0.2547 0.1669 0.3138 0.4329 0.8935 0.4298 0.5497
"GCF_000231175.1_ASM23117v1" 0.4588 0.6799 0.9792 0.4726 0.5062 0.2589 0.1632 0.3419 0.4079 0.9206 0.4135 0.5498
"GCF_000013945.1_ASM1394v1" 0.4732 0.6632 0.7361 0.5823 0.1211 0.048 0.0793 0.3911 0.5625 0.6947 0.5915 0.6029
"GCF_000024665.1_ASM2466v1" 0.4616 0.9623 1.2625 1.4321 1.3419 1.4449 -0.9845 0.7452 0.9629 1.0674 1.1396 1.1425
"GCF_000010305.1_ASM1030v1" 0.8593 0.337 0.7699 0.8758 2.781 1.7841 -0.0749 0.4606 1.1999 1.6202 0.547 0.7123
"GCF_000020525.1_ASM2052v1" -0.4775 -0.2236 -0.3021 -0.2844 0.3867 0.2269 0.1174 -0.2268 -0.6517 -0.5295 -0.569 -0.4374
"GCF_000020625.1_ASM2062v1" 0.2103 0.1832 0.6322 0.1464 1.2522 0.1833 0.0252 0.1039 0.1543 -0.2482 0.103 0.2256
"GCF_000020545.1_ASM2054v1" -0.1898 0.0595 0.1955 0.0783 1.189 0.2428 0.2615 -0.0969 0.2299 -0.1523 -0.0812 -0.0033
"GCF_000006985.1_ASM698v1" -0.2771 0.0514 0.3434 0.182 1.0091 0.1936 0.1273 -0.5135 0.86 0.1488 0.105 0.1093
"GCF_000020505.1_ASM2050v1" -0.007 -0.0323 0.7934 0.1317 1.2817 0.1896 -0.0414 -0.1099 1.0375 -0.1717 0.2737 0.2886
"GCF_000020465.1_ASM2046v1" 0.0235 0.1874 0.3643 -0.2232 1.2629 0.2337 0.2248 -0.0508 0.4471 -0.3042 -0.0637 -0.0095
"GCF_000015125.1_ASM1512v1" 0.1391 -0.1759 0.0437 -0.2701 0.9714 0.2977 0.1148 -0.0092 0.5589 0.0014 -0.1112 -0.0817
"GCF_000016085.1_ASM1608v1" 0.0365 0.0613 0.24 -0.0418 1.3843 0.467 0.2777 -0.1341 0.7825 -0.1535 0.0616 0.0657
"GCF_000012485.1_ASM1248v1" 0.0624 0.2578 0.6807 -0.1031 0.8681 0.3832 0.3041 0.121 -0.0476 0.6499 0.1106 0.1541
"GCF_000020645.1_ASM2064v1" 0.0431 -0.2601 0.5393 0.1691 1.1392 0.3988 -0.1965 -0.1387 0.6099 0.0881 0.0623 0.175
"GCF_000012585.1_ASM1258v1" 0.1894 0.465 0.6131 0.234 0.3644 0.1948 0.0773 -0.0877 -0.321 -0.1784 0.2175 0.2894
"GCF_000218895.1_ASM21889v1" 0.2229 0.9371 0.8281 0.5346 -0.1307 0.3009 -0.1046 -0.1315 -0.1047 -0.1589 0.0094 0.3277
"GCF_000263195.1_ASM26319v1" 1.1022 1.3295 1.3811 1.2002 -0.4042 0.2565 0.1709 0.7356 -0.6759 0.9477 1.1753 1.208
"GCA_000024525.1_ASM2452v1" 0.4989 1.1772 0.9636 0.658 -0.4129 0.1318 -0.0278 0.4486 -0.0429 0.5155 0.6232 0.6746
"GCF_000023125.1_ASM2312v1" 0.4829 1.1457 0.5997 0.5702 -0.2937 -0.1796 -0.1495 -0.0097 -0.4034 0.1565 0.3518 0.4778
"GCF_000166395.1_ASM16639v1" 0.75 0.9953 0.76 1.1831 -0.1157 -0.2566 0.0246 0.2155 -0.5719 0.5804 0.4465 0.7557
"GCF_000014145.1_ASM1414v1" 0.6396 1.1553 1.1843 0.8372 -0.6035 0.077 0.1246 0.0996 -0.4784 0.0534 0.5834 0.7803
"GCF_000020565.1_ASM2056v1" 0.0597 0.2312 0.1598 -0.0086 -0.153 -0.1814 0.0884 -0.0066 -0.1932 -0.3348 0.0694 0.0603
"GCF_000183425.1_ASM18342v1" 0.6984 0.9693 0.4972 0.7576 0.0465 -0.0313 0.245 0.2956 -1.09 -0.1964 0.3474 0.5527
"GCF_000265505.1_ASM26550v1" 0.8475 1.1093 1.2158 1.1944 -0.04 0.4093 0.2107 0.7652 -0.1904 0.3641 0.9726 1.0646
"GCF_000222485.1_ASM22248v1" 0.4428 0.6233 0.5748 0.5724 0.361 0.0099 -0.134 0.1161 0.0059 -0.0361 0.6087 0.5666
"GCF_000325705.1_ASM32570v1" 0.516 0.6836 0.6535 0.6814 -0.1896 0.1206 0.1155 0.2011 -0.1963 0.017 0.2886 0.5063
"GCA_000242635.3_ASM24263v3" 0.685 1.0769 0.5035 0.7351 -0.153 -0.3488 -0.0288 0.5335 -0.1491 0.4407 0.5351 0.6089
