"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000024965.1_ASM2496v1" 1.9075 Inf 1.697 0.4 2.5245 Inf 1.9301 0.4239 -0.0785 Inf 0.8022 1.1211
"GCF_000202635.1_ASM20263v1" 1.5503 1.6299 Inf 1.8793 1.5524 2.3968 0.4815 1.7094 Inf 0.6193 2.1918 Inf
"GCF_000007665.1_ASM766v1" 1.777 0.3587 1.6869 1.3661 0.9088 1.5367 0.6661 0.7418 0.0218 1.9079 0.9676 1.3419
"GCF_000063485.1_ASM6348v1" 1.6542 Inf 0.8266 1.0758 Inf Inf 0.9829 1.4336 Inf 1.0501 1.3378 1.2085
"GCF_000197735.1_ASM19773v1" 2.7572 2.9741 2.3867 2.0223 3.335 3.5861 0.1789 0.8353 0.7589 Inf 1.3081 1.9207
"GCF_000196235.1_ASM19623v1" 1.6242 2.6705 1.3987 1.7554 2.3171 1.6764 0.1708 0.6945 Inf 0.8877 0.9185 1.3503
"GCF_000189535.1_ASM18953v1" 1.2877 3.1459 1.553 1.3238 2.0656 2.2339 0.2335 0.9983 1.5585 1.5146 1.0474 1.27
"GCF_000022025.1_ASM2202v1" 1.658 2.0295 1.2203 2.0087 2.1761 1.3471 -0.0358 0.7453 1.0083 1.1049 1.1851 1.4432
"GCF_000014925.1_ASM1492v1" 1.5624 2.6517 1.8607 2.1184 3.3368 2.9981 -0.0149 0.9123 -0.1233 1.7005 1.3432 1.6624
"GCF_000018885.1_ASM1888v1" 2.7757 2.0818 1.6859 1.7509 2.2838 1.4776 0.2926 0.7574 0.4319 0.8416 0.9703 1.5776
"GCF_000010285.1_ASM1028v1" 0.905 1.1329 0.1157 0.6063 0.7607 1.0042 0.6708 1.0657 -0.4057 -0.1063 0.4304 0.5
"GCF_000164695.2_ASM16469v2" 3.4625 2.3194 2.3923 2.1868 3.2235 2.2706 0.5283 1.0454 0.3677 Inf 0.354 1.8024
"GCF_000011025.1_ASM1102v1" 3.1516 Inf 3.5808 3.5625 Inf Inf 0.3253 1.6088 0.8174 Inf 1.1337 2.642
"GCF_000023205.1_ASM2320v1" 1.1094 2.2539 Inf 0.2845 Inf Inf 1.0734 0.9171 Inf Inf 1.3233 Inf
"GCF_000017305.1_ASM1730v1" Inf Inf Inf Inf 1.9007 2.8283 1.1711 2.7621 Inf 0.3785 Inf Inf
"GCF_000023925.1_ASM2392v1" 0.4748 Inf Inf 1.1336 1.4746 Inf 1.4281 3.5801 -0.1985 Inf 0.6562 Inf
"GCF_000184685.1_ASM18468v1" 1.2216 2.9604 0.7041 2.5545 2.2655 1.8971 0.7767 1.1816 0.1305 1.816 1.013 1.3297
"GCF_000015265.1_ASM1526v1" 1.323 3.0225 2.311 1.6779 3.3588 2.7181 1.4063 1.2004 1.3931 0.4272 1.1382 1.5917
"GCF_000270245.1_ASM27024v1" 1.1645 0.6844 2.0614 0.8826 2.1582 1.588 1.2266 0.8375 1.0855 0.5909 1.036 1.2868
"GCF_000008345.1_ASM834v1" 1.3883 1.5367 0.4896 0.8794 1.5766 1.6844 1.1874 0.4814 Inf 0.0701 1.0438 0.91
"GCF_000240055.1_ASM24005v1" 1.7582 2.6423 0.5008 0.8592 1.3168 1.6625 1.198 0.4509 Inf 0.3769 0.9646 0.935
"GCF_000024345.1_ASM2434v1" Inf 2.7862 0.9631 1.8705 0.6744 0.5656 0.6324 1.9633 0.5155 1.0037 0.7661 Inf
"GCF_000024025.1_ASM2402v1" 1.7282 2.3909 1.7046 1.5971 2.1824 1.7603 0.8538 1.9755 0.831 1.4334 1.7756 1.7089
"GCF_000269985.1_ASM26998v1" Inf 0.635 0.8785 2.5952 3.824 Inf 1.8539 1.2187 0.3978 0.8186 0.4334 Inf
"GCF_000237305.1_ASM23730v1" 2.0687 1.6901 0.9898 1.1742 2.3116 2.2208 1.5725 1.21 0.7409 1.6162 2.2957 1.6923
"GCF_000203835.1_ASM20383v1" 1.5085 2.9933 1.4745 1.9886 2.0945 3.5198 1.5719 2.4076 0.5255 1.6579 1.7612 1.6945
"GCF_000092385.1_ASM9238v1" 1.0606 1.187 1.1443 1.1719 2.9628 2.6573 1.3992 1.0764 -0.0127 0.2616 0.9964 1.084
"GCA_000147815.3_ASM14781v3" 1.1538 0.9294 1.0418 1.1386 2.3386 2.32 1.1237 1.3229 0.2749 0.8841 0.902 1.0391
"GCF_000010605.1_ASM1060v1" 2.3342 2.3783 1.0163 1.1829 2.6808 2.4538 1.4229 1.4716 0.5245 0.474 1.244 1.3935
"GCF_000213055.1_ASM21305v1" 2.1793 -0.0667 0.5931 1.6683 1.6793 2.927 1.5027 0.9799 -0.2428 0.8189 1.2436 1.3896
"GCF_000091305.1_ASM9130v1" 2.1693 2.371 1.6733 1.7072 3.2925 2.5576 1.4987 1.7888 0.1129 1.3723 0.9882 1.538
"GCF_000009765.2_ASM976v2" 1.2843 2.0251 1.1742 1.3322 2.8131 3.0645 1.5734 1.4078 -0.0539 1.2223 0.8053 1.1098
"GCF_000092825.1_ASM9282v1" 1.2948 1.4723 0.9052 1.5975 1.2424 0.8844 0.5117 1.3757 -0.257 0.4078 0.9328 1.1246
"GCF_000023145.1_ASM2314v1" 3.9289 2.0935 1.7152 1.75 2.5489 1.9738 0.7062 1.0211 -0.1583 0.6345 0.5293 1.6241
"GCF_000069945.1_ASM6994v1" 3.2271 2.2578 2.2367 2.3736 Inf 3.6273 1.63 0.9221 0.4644 Inf 1.5513 2.2013
"GCF_000006605.1_ASM660v1" Inf Inf 2.5766 2.4455 Inf 4.0875 1.121 1.4449 0.3482 Inf 1.4416 Inf
"GCF_000177535.2_ASM17753v2" Inf Inf 2.4072 1.9308 4.1661 3.8898 1.2405 0.7621 0.7966 Inf 1.1159 Inf
"GCF_000179395.2_ASM17939v2" 1.7787 3.3211 2.0008 2.3135 2.1215 3.8383 1.3836 0.6293 -0.0854 Inf 0.8614 1.6215
"GCF_000022905.1_ASM2290v1" 1.911 3.3589 1.2077 1.5908 3.0013 2.8407 1.3063 0.6105 0.5645 Inf 0.4535 1.1969
"GCF_000215645.1_ASM21564v1" 2.5649 2.3254 1.788 3.0327 3.1376 2.7535 1.0529 1.1459 0.1844 Inf 1.0674 1.9266
"GCF_000255935.1_ASM25593v1" 2.2084 2.424 1.3432 3.194 2.9056 2.2132 1.1217 1.425 0.2193 Inf 0.8497 1.6756
"GCF_000152065.1_ASM15206v1" 2.2049 2.4257 1.3456 3.1929 2.9032 2.2116 1.1229 1.4253 0.2315 Inf 0.8491 1.6751
"GCF_000195815.1_ASM19581v1" 3.0247 2.6452 1.9161 2.1432 2.9627 2.9979 1.1288 1.1488 0.687 0.7475 1.2787 1.895
"GCF_000255235.1_ASM25523v1" 2.4098 2.3279 2.2147 2.6836 2.9952 2.9652 1.2582 1.057 0.2971 0.4657 0.9795 1.8525
"GCF_000011305.1_ASM1130v1" 1.9096 1.5442 1.7468 1.4577 2.7192 3.2114 1.188 0.6025 -0.0802 0.9033 0.8153 1.3371
"GCF_000011325.1_ASM1132v1" 3.397 3.0071 2.3887 2.0948 3.4507 3.7504 1.0336 1.1817 0.3425 1.6807 1.2642 2.0429
"GCF_000214175.1_ASM21417v1" 1.0926 1.0331 0.7725 1.1243 0.9853 0.757 0.2573 0.2965 -0.0829 0.4139 0.6932 0.8694
"GCF_000009805.1_ASM980v1" 1.9085 1.5031 2.0309 1.6547 1.65 2.2461 1.1518 0.6089 -0.2552 0.9686 1.0319 1.5604
"GCF_000284035.1_ASM28403v1" 3.3635 2.0438 Inf 1.8419 1.6906 2.0329 1.1058 1.0591 -0.2709 0.8647 1.328 Inf
"GCF_000196695.1_ASM19669v1" 3.8853 1.6863 2.5177 2.9029 3.1406 2.6448 1.383 0.6958 0.2441 0.9096 1.7591 2.5782
"GCF_000010105.1_ASM1010v1" 2.3163 2.0072 2.6745 1.9228 1.9462 2.0995 0.6488 0.8404 0.3869 1.5277 1.3071 1.9198
"GCF_000010805.1_ASM1080v1" 1.8742 1.0304 2.4587 1.5992 1.3465 1.5824 0.5804 0.5759 0.0543 0.6134 0.6218 1.4889
"GCF_000014565.1_ASM1456v1" 1.5703 1.1694 1.6394 1.3332 1.5286 1.4927 0.5115 0.8864 0.113 0.5503 0.9514 1.3029
"GCF_000092225.1_ASM9222v1" 2.9118 1.1056 2.5691 1.9015 2.7344 2.6299 2.0677 0.5936 0.4673 0.6065 1.3553 2.0278
"GCF_000024785.1_ASM2478v1" 1.0196 0.9334 1.8283 1.4547 2.0449 2.1546 0.7985 0.6719 1.1692 1.077 0.9611 1.2789
"GCF_000247715.1_ASM24771v1" 1.7786 1.2754 2.003 1.3869 2.055 2.018 0.9681 0.6746 0.8303 0.9265 1.3076 1.5632
"GCA_000230895.3_ASM23089v3" 1.0327 1.3134 1.6058 1.6052 1.8543 1.41 0.8351 0.4078 -0.0416 0.6795 0.6281 1.1457
"GCF_000266905.1_ASM26690v1" 1.0571 1.4736 1.9087 0.8941 1.7065 1.7144 0.9234 0.6602 0.5353 0.9358 0.9968 1.2
"GCF_000016365.1_ASM1636v1" 1.1508 1.3736 2.2063 1.4827 0.5646 1.1865 0.6943 0.5496 0.3849 1.0465 1.3282 1.5286
"GCF_000015305.1_ASM1530v1" 1.4587 1.5228 2.1433 0.9542 0.7166 1.0967 0.7572 0.7931 0.7175 1.7902 1.2397 1.4375
"GCF_000015405.1_ASM1540v1" 1.4135 1.696 2.8512 1.2315 2.454 1.7269 1.0132 0.6233 0.7299 0.9243 1.1054 1.6228
"GCF_000015005.1_ASM1500v1" 1.7448 1.6145 1.2927 1.5009 2.447 1.911 0.8596 0.6411 0.5901 1.5039 1.0032 1.317
"GCF_000214155.1_ASM21415v1" 1.2196 1.681 1.5606 1.6087 1.4744 1.7249 1.0413 0.888 0.1826 0.5173 1.1012 1.346
"GCF_000277145.1_ASM27714v1" 1.613 2.2967 1.1415 2.0601 1.5868 1.4345 0.9889 1.1501 0.103 1.1102 0.6259 1.2366
"GCF_000014985.1_ASM1498v1" 1.3408 1.2411 1.0087 1.2483 1.5607 1.5817 1.0068 1.4319 0.7113 1.0671 1.0863 1.151
"GCF_000026685.1_ASM2668v1" 1.0405 0.6195 0.5128 0.3879 0.6086 0.844 0.3966 0.6585 0.4787 0.4903 0.3011 0.4741
"GCF_000154605.2_ASM15460v2" 0.8902 0.6849 0.4731 0.6496 1.0272 0.8819 0.5658 0.388 0.3148 0.3019 0.4827 0.598
"GCF_000153685.2_ASM15368v2" 0.9048 0.6933 0.4997 0.647 0.7765 0.7291 0.5472 0.421 0.1015 0.5555 0.4793 0.6043
"GCF_000023625.1_ASM2362v1" 0.9262 0.7357 0.5675 0.5756 0.9219 0.9151 0.6943 0.3813 0.1804 0.2787 0.4881 0.6106
"GCA_000277085.1_ASM27708v1" 1.0573 0.8253 0.7309 0.9699 0.0642 0.5058 0.5429 0.4264 0.3049 1.1787 0.3414 0.6967
"GCF_000224435.1_ASM22443v1" 1.0001 0.7834 0.5894 0.7158 0.9853 0.8855 0.5742 0.4953 0.3175 0.3037 0.5084 0.6677
"GCA_000013925.1_ASM1392v1" 1.3493 1.0963 1.6906 1.6878 1.4851 1.7299 0.7482 1.0831 -0.0271 0.3202 0.7604 1.2695
"GCF_000069185.1_ASM6918v1" 1.8407 1.8968 1.5586 1.4821 2.1317 2.3371 0.9374 0.8304 0.7909 1.8221 0.7173 1.2689
"GCF_000196675.1_ASM19667v1" 1.8313 1.9366 2.1777 1.5936 2.7288 3.7977 1.3719 1.6167 1.9602 0.8488 1.3474 1.6959
"GCF_000062885.1_ASM6288v1" 1.5882 1.4997 2.9272 3.3387 2.6258 2.2699 1.2857 1.8438 2.1067 0.7432 1.5415 2.2793
"GCF_000023245.1_ASM2324v1" 2.0767 1.2008 0.2459 1.6575 2.5569 3.4481 1.2359 1.3836 Inf 1.6166 2.6036 1.67
"GCF_000220945.1_ASM22094v1" 2.0309 1.9261 1.5935 1.9817 1.8456 2.3531 0.8444 1.4155 0.5577 0.5024 1.0318 1.5577
"GCF_000023865.1_ASM2386v1" 1.1383 1.1447 1.3392 1.349 1.632 2.067 0.8735 0.7881 0.4105 0.6161 0.595 1.0445
"GCF_000196835.1_ASM19683v1" 1.8774 1.8777 1.7492 1.9795 2.0956 2.4325 0.874 1.4282 0.4371 0.4192 1.0665 1.5826
"GCF_000024365.1_ASM2436v1" 0.4234 0.2777 1.0505 0.5289 1.5084 2.2453 0.8722 0.304 -0.1941 -0.1475 0.1986 0.5271
"GCF_000025345.1_ASM2534v1" 0.9139 2.4851 Inf Inf 2.0554 Inf 1.3623 1.6451 1.8554 1.188 1.0805 Inf
"GCF_000024545.1_ASM2454v1" 1.8565 2.2115 1.3578 1.6632 1.6209 1.5507 0.7702 1.3644 -0.096 0.5892 0.835 1.3615
"GCF_000237145.1_ASM23714v1" 1.2357 1.657 1.411 1.1975 2.6152 1.9764 1.1669 1.2029 -0.187 0.6622 0.8399 1.1324
"GCF_000016425.1_ASM1642v1" 1.5956 1.1159 1.517 1.0683 2.2015 1.7093 0.7957 0.9626 0.8513 0.7351 0.7401 1.1716
"GCF_000018265.1_ASM1826v1" 1.8538 0.8869 1.1842 1.2349 0.7103 2.6819 0.3711 0.9434 0.7377 0.8647 0.2093 0.9709
"GCF_000204155.1_ASM20415v1" 3.5593 0.9279 0.9287 1.7706 2.306 2.4172 0.6292 0.8993 0.5406 1.3173 0.7004 1.519
"GCF_000177655.2_ASM17765v2" 1.2395 3.2925 0.6234 1.6221 2.495 2.734 1.665 1.6789 0.1191 1.3788 1.6192 1.291
"GCF_000092645.1_ASM9264v1" 1.3612 1.2169 1.0685 2.0311 2.6727 2.687 0.6474 1.1029 -0.2769 1.5084 0.8643 1.2337
"GCF_000024865.1_ASM2486v1" 1.1515 1.1517 1.3499 1.273 1.3765 2.0652 0.9301 1.4606 0.1726 0.7992 0.6683 1.0594
"GCF_000092985.1_ASM9298v1" 1.3616 0.9593 Inf 1.6434 2.4907 1.81 1.7508 1.4501 0.3198 0.1927 0.6471 Inf
"GCF_000012405.1_ASM1240v1" 2.0889 2.114 2.334 2.1803 -0.0443 1.161 0.2798 1.5375 1.2122 1.1339 0.941 1.769
"GCF_000023265.1_ASM2326v1" 0.6105 0.4614 1.9443 0.6173 0.7419 Inf 0.9194 0.1595 0.4847 1.3909 0.8441 1.0724
"GCF_000025265.1_ASM2526v1" 0.357 0.352 1.4521 0.451 1.0482 1.6913 0.3815 0.3597 0.2663 -0.3529 0.6874 0.7793
"GCF_000014185.1_ASM1418v1" 1.587 0.4173 0.1822 Inf Inf 2.0921 1.03 0.9905 0.2893 1.026 1.0334 Inf
"GCF_000025185.1_ASM2518v1" 1.0867 1.5011 1.3217 1.4203 -0.1273 1.2331 -1.2393 0.6785 1.1659 1.8369 0.7493 1.0969
"GCF_000196115.1_ASM19611v1" 1.4509 1.7511 1.123 1.4176 -0.4494 0.363 -0.6405 0.7234 0.5302 1.059 0.7446 1.1225
"GCF_000092105.1_ASM9210v1" 0.7236 0.9388 1.5274 1.4646 0.738 1.3667 -0.965 0.6333 0.745 1.3678 0.9268 1.1769
"GCA_000165715.3_ASM16571v3" 1.1589 1.6158 1.6975 1.096 1.2855 -0.9841 -0.5714 0.3818 0.3676 1.2928 0.6986 1.0876
"GCF_000186345.1_ASM18634v1" 0.7409 0.587 1.1244 0.8482 -0.2539 0.3569 -0.6548 0.4971 0.792 1.1745 0.6677 0.8185
"GCA_000242455.3_ASM24245v3" 0.9577 0.9897 1.1887 1.0848 1.2133 0.9398 0.042 0.8957 0.5429 0.9817 0.9547 1.0351
"GCF_000237205.1_ASM23720v1" 0.3763 0.7222 0.9006 0.716 -0.4928 -0.0139 -0.0666 0.3082 0.0723 0.6278 0.2917 0.5744
"GCF_000011565.1_ASM1156v1" -0.1068 -1.3428 0.251 -0.2426 0.3777 0.1673 -0.2445 -0.001 0.7208 -0.3431 0.408 0.0967
"GCF_000092785.1_ASM9278v1" -0.1585 -0.2851 -0.794 1.0491 -0.4299 -0.2363 -0.1054 -0.0554 0.0773 0.464 0.4016 0.2783
"GCF_000253035.1_ASM25303v1" -0.0628 0.5508 -0.0066 0.1854 -0.5092 -0.3434 -0.1634 0.225 -0.5007 0.1428 0.2095 0.1304
"GCF_000006685.1_ASM668v1" -0.1435 -1.35 1.3429 0.2215 -1.0267 -0.4944 -1.4152 0.965 0.3282 0.5044 0.1423 0.3104
"GCF_000226605.1_ASM22660v1" 1.1174 -0.0272 0.1382 0.3432 -0.9383 -0.3104 -0.7484 0.2982 -0.4823 0.9638 -0.0095 0.2417
"GCF_000011165.1_ASM1116v1" Inf 0.4649 -Inf Inf -Inf -0.0367 0.1739 1.4305 -0.5225 1.891 1.1943 NA
"GCF_000204135.1_ASM20413v1" -0.4437 -0.1225 -0.3581 -0.7189 0.4926 -0.2744 -0.2159 0.0229 -0.7118 -0.5849 -0.3037 -0.4581
"GCF_000026025.1_ASM2602v1" 0.4231 0.6073 1.0423 0.038 0.0019 -0.4401 -0.7255 0.1397 1.0286 0.8359 0.4342 0.3957
"GCF_000191925.1_ASM19192v1" 1.0838 0.0626 0.1725 0.0948 -0.3612 -0.1211 -0.5389 0.6446 0.989 0.9402 0.415 0.3633
"GCF_000007605.1_ASM760v1" 0.4361 -0.1412 0.096 -0.4017 -0.4321 -0.2178 -0.311 -0.1078 0.8804 -0.6752 0.0621 -0.0302
"GCF_000009945.1_ASM994v1" 1.4402 0.8054 1.745 0.1165 0.3036 -0.3041 -0.6624 0.6673 0.5033 1.7721 0.9298 0.875
"GCF_000025905.1_ASM2590v1" 2.2602 2.5099 2.1654 1.3359 -0.2755 2.322 -0.6053 1.5848 0.3148 2.3949 1.4492 1.7055
"GCF_000019965.1_ASM1996v1" 0.4637 0.6951 1.1709 0.7522 0.7878 0.9108 0.1502 0.4767 0.8759 0.6812 0.5789 0.743
"GCA_000242935.3_ASM24293v3" 1.3327 1.8037 1.4219 1.6237 1.3291 0.9535 0.1843 1.0117 0.7846 1.4427 1.3168 1.407
"GCF_000019665.1_ASM1966v1" 0.1641 -0.8992 -0.0638 -0.1318 -0.3886 0.159 0.2747 0.1642 0.4739 0.1937 0.1463 0.0232
"GCF_000020225.1_ASM2022v1" 1.0228 0.8844 0.6689 0.932 1.5953 0.9216 -0.9375 0.6518 2.1102 1.1787 0.3779 0.6547
"GCF_000143725.1_ASM14372v1" 0.391 0.9375 1.7157 1.1142 -0.8589 -0.6501 -0.6134 0.6517 -0.5979 0.4959 1.1979 1.1028
"GCF_000092845.1_ASM9284v1" 0.6352 1.5659 1.9674 1.3828 -0.771 -0.9845 -0.8552 0.6964 -0.1325 0.744 1.1724 1.2988
"GCF_000022105.1_ASM2210v1" 0.9283 2.0495 1.5954 1.6244 -0.7782 -0.7266 -0.5809 1.1485 -0.655 0.6132 1.8371 1.5258
"GCF_000223215.1_ASM22321v1" 0.8782 1.6302 2.0215 1.6553 -0.8872 -1.107 -0.7843 1.2022 -0.2994 0.8417 1.4588 1.5212
"GCF_000019685.1_ASM1968v1" -0.6528 -Inf -0.4564 -0.2272 -0.0147 0.0903 0.1223 0.1185 -Inf 0.2329 -0.4807 -0.4028
"GCF_000012085.1_ASM1208v1" -1.7458 -1.1218 -Inf -0.9152 0.4907 0.1708 0.5064 -0.4253 -0.5201 -1.1257 -1.0328 -Inf
"GCF_000165595.2_ASM16559v2" -1.2087 -0.6444 0.1805 -0.43 0.7836 0.4727 0.6177 0.0804 -0.5559 0.122 -0.7373 -0.5528
"GCF_000222305.1_ASM22230v1" -0.4318 0.2692 0.1849 -0.155 0.4266 0.4706 0.5219 -0.4083 -1.1703 0.2716 -0.7163 -0.3256
"GCF_000196215.1_ASM19621v1" -0.7295 -1.1798 -0.0285 -0.9423 0.3682 0.7079 0.7581 -0.4432 0.3161 -0.2559 -0.5743 -0.6214
"GCA_000166655.2_ASM16665v1" -0.024 0.8669 0.4854 -0.4531 -0.736 0.5326 0.4419 0.1121 0.1321 0.4706 0.0294 -0.051
"GCF_000147075.1_ASM14707v1" 0.5905 0.362 0.7222 0.5755 0.5308 0.3596 0.2648 0.3913 -0.1963 0.1037 0.1228 0.4666
"GCA_000184345.2_ASM18434v2" 0.7439 -0.1985 0.7361 0.5135 0.9776 0.8038 0.2556 0.452 -0.3725 0.1868 0.782 0.7159
"GCA_000242595.3_ASM24259v3" 1.0974 0.5992 0.5312 1.0306 2.615 0.9922 0.0608 0.6236 -0.9573 0.9481 0.5239 0.7441
"GCF_000214355.1_ASM21435v1" 0.5664 1.7612 0.7271 0.9288 0.5851 0.2137 -0.1723 0.5117 1.1444 0.4851 0.676 0.7344
"GCF_000214375.1_ASM21437v1" 0.2834 -0.2163 0.2306 0.5196 1.0692 0.4305 -0.0561 0.3797 0.3328 0.3909 0.4935 0.3943
"GCF_000212415.1_ASM21241v1" 0.5886 0.6309 0.8376 0.6161 1.2312 -0.2572 -1.0293 0.1621 0.6102 0.7899 0.4901 0.627
"GCF_000195275.1_ASM19527v1" 0.7823 1.0846 1.3243 1.3404 2.9384 0.5629 -0.2895 0.4789 0.359 1.144 0.9406 1.1124
"GCF_000008185.1_ASM818v1" 0.2619 0.5969 0.362 0.833 0.4359 0.2395 -0.3983 0.4651 0.7294 0.8969 0.581 0.5317
"GCF_000024485.1_ASM2448v1" 0.6247 0.8777 -0.6603 1.0102 0.3309 -0.0269 0.9284 1.0224 -0.3676 0.9185 -0.1813 0.1118
"GCF_000246775.1_ASM24677v1" 0.6539 0.9998 -0.3955 1.0107 0.049 0.7784 0.6546 0.982 -0.0754 0.7354 -0.0824 0.2554
"GCF_000208385.1_ASM20838v1" 0.5435 0.4462 1.1861 0.9717 0.6451 0.7015 0.3288 0.2516 0.7934 0.4149 0.2187 0.6818
"GCF_000190435.1_ASM19043v1" 0.5745 0.7951 0.8588 0.8928 1.8161 1.1964 0.2892 0.7892 0.2901 0.4833 0.7134 0.762
"GCF_000236685.1_ASM23668v1" 0.5471 0.3087 0.7258 0.0457 1.0648 0.2682 0.0337 0.1979 0.5962 0.2389 0.4652 0.43
"GCF_000143985.1_ASM14398v1" 0.5953 0.2649 0.3008 0.4245 0.7778 0.4285 0.0078 0.1301 -0.4926 0.3279 0.2204 0.3494
"GCF_000266885.1_ASM26688v1" 0.5442 0.5853 0.1041 1.1432 0.5617 -0.3951 -0.3867 0.7298 0.6166 1.0842 0.4042 0.5494
"GCF_000017685.1_ASM1768v1" 1.1318 1.0366 0.6265 1.1785 -0.1802 -0.3421 -0.3277 0.5877 0.3334 0.5414 0.4222 0.7499
"GCF_000007685.1_ASM768v1" 0.5062 0.1258 0.5847 0.1967 -0.6096 0.0074 0.5116 0.2141 -0.8736 0.2107 0.7103 0.4994
"GCF_000231175.1_ASM23117v1" 0.8838 1.0366 0.4037 0.493 -0.5953 -0.1674 -0.1608 0.4223 -1.0781 0.34 0.7206 0.623
"GCF_000013945.1_ASM1394v1" 0.5753 0.7829 -0.0074 0.5982 0.0223 -0.2734 -0.2135 0.6376 -0.2654 0.6847 0.5641 0.4403
"GCF_000024665.1_ASM2466v1" 1.4504 1.9333 2.0874 1.7969 2.2408 2.6472 -3.9778 1.4021 Inf 1.3448 1.7007 1.7637
"GCF_000010305.1_ASM1030v1" 1.0088 1.1417 1.5258 1.3227 2.5221 1.9815 -0.5294 0.5264 1.8417 1.7043 1.1416 1.2637
"GCF_000020525.1_ASM2052v1" -0.0911 -0.0141 0.4728 0.4135 -0.2973 -0.3151 0.0241 0.6733 0.7077 1.1654 0.2062 0.2677
"GCF_000020625.1_ASM2062v1" 0.7773 0.5781 0.9647 0.2912 0.8163 -0.1782 -0.3167 0.1903 0.04 1.1424 0.5698 0.6247
"GCF_000020545.1_ASM2054v1" 1.0939 1.0894 1.1201 0.8584 0.2628 1.183 0.6258 0.6079 0.6365 1.0743 0.5555 0.8842
"GCF_000006985.1_ASM698v1" 0.8492 1.0739 1.0311 0.8127 1.9508 0.5054 0.0999 0.4231 1.1284 1.9153 0.7278 0.8292
"GCF_000020505.1_ASM2050v1" 1.0281 0.8273 1.3048 1.0228 1.4257 0.5646 0.0615 0.3628 1.3126 2.2239 0.691 0.9684
"GCF_000020465.1_ASM2046v1" 0.2088 0.56 0.3245 0.2599 1.1807 -0.3032 0.0631 0.316 -0.1823 -0.1292 0.4217 0.3276
"GCF_000015125.1_ASM1512v1" -0.6131 -0.7289 0.3715 -0.0529 2.0644 0.7327 0.8473 -0.8628 -0.2155 0.3121 0.1413 0.0067
"GCF_000016085.1_ASM1608v1" 0.8227 -0.5699 0.8255 0.0158 1.7944 -0.3807 -0.2121 0.5326 0.0435 0.702 0.1252 0.3055
"GCF_000012485.1_ASM1248v1" 0.1186 0.4068 0.4263 0.8476 1.2024 0.6665 -0.4543 -0.0743 0.6291 -0.8325 0.5819 0.5357
"GCF_000020645.1_ASM2064v1" 1.1591 1.588 0.7356 0.7071 0.053 -0.3982 -0.5503 0.7125 1.278 0.9143 0.6742 0.7796
"GCF_000012585.1_ASM1258v1" 0.976 1.2059 -0.7458 1.236 0.1833 -0.3732 -0.302 0.4549 0.9195 1.6557 0.0278 0.3519
"GCF_000218895.1_ASM21889v1" 0.6102 0.668 -0.0494 0.4468 0.3516 -0.1638 -0.2477 0.4759 0.1744 0.5917 0.4559 0.3545
"GCF_000263195.1_ASM26319v1" 1.0428 1.8039 1.3841 1.5457 -0.7158 -0.3 0.1593 0.716 -0.0908 0.1748 1.2818 1.335
"GCA_000024525.1_ASM2452v1" 0.3425 1.0513 0.672 0.6779 0.3972 -0.0552 -0.2518 0.2582 0.4666 0.4988 0.4562 0.5433
"GCF_000023125.1_ASM2312v1" 0.4429 1.2 0.5789 0.6488 0.2715 -0.2236 -0.1612 -0.0539 0.0635 0.2362 0.6124 0.5835
"GCF_000166395.1_ASM16639v1" 0.2901 1.7986 1.2232 1.7562 0.1447 -0.5081 -0.1382 0.3255 -0.6619 1.2205 1.0002 1.1333
"GCF_000014145.1_ASM1414v1" 0.9487 1.5839 1.1948 1.2306 0.3347 -0.1024 -0.0082 0.2424 -0.0169 0.931 0.7935 1.0005
"GCF_000020565.1_ASM2056v1" -0.1198 -0.4067 -0.1469 0.1289 -0.4172 -0.3049 0.3086 -0.1423 -0.2499 0.6608 0.255 0.0307
"GCF_000183425.1_ASM18342v1" 0.7359 0.8375 0.8955 0.6819 0.2761 -0.3419 0.0307 -0.049 0.4322 0.2753 0.2681 0.5933
"GCF_000265505.1_ASM26550v1" 0.3049 1.1203 1.0592 0.7603 -0.0296 -0.5706 0.0551 0.4324 -1.2274 0.381 0.9862 0.8133
"GCF_000222485.1_ASM22248v1" 0.7009 0.5793 0.2433 0.2769 0.1795 -0.1068 -0.0757 0.2132 -0.4745 0.6348 0.3865 0.3785
"GCF_000325705.1_ASM32570v1" 0.127 0.1536 0.2564 0.5504 0.2382 -0.047 -0.2558 0.5217 -0.0787 0.6059 0.7601 0.4545
"GCA_000242635.3_ASM24263v3" 0.8559 1.899 1.2286 1.3456 -0.0685 -0.9356 0.2849 0.4989 -0.5276 1.2016 0.9879 1.1125
"GCF_000192845.1_ASM19284v1" 0.291 0.2537 0.351 0.3917 -0.0067 -0.226 -0.0536 -0.0017 0.1469 0.3829 0.0749 0.2625
"GCF_000023825.1_ASM2382v1" 0.3886 0.4849 -0.266 0.3658 0.596 -0.2937 0.0329 0.1902 0.5257 0.2145 0.0643 0.1292
"GCF_000238215.1_ASM23821v1" 0.4657 0.7303 0.8908 0.5857 0.9148 0.2932 0.0331 0.4932 0.718 0.903 0.4079 0.5632
"GCF_000190535.1_ASM19053v1" 0.3388 0.7277 1.1163 0.7431 0.7583 -0.3438 -0.6439 0.3463 0.4816 0.3189 0.4643 0.6584
