"ENCp_HEG" "ENCp_rest" "deltaENCp"
"GCF_000196875.1_ASM19687v1" 44.8963 51.9818 0.1363
"GCF_000055785.1_ASM5578v1" 45.8058 51.9137 0.1177
"GCF_000327065.1_ASM32706v1" 44.2061 50.8759 0.1311
"GCF_000195105.1_ASM19510v1" 43.97 50.5286 0.1298
"GCF_000016565.1_ASM1656v1" 39.5521 48.6974 0.1878
"GCF_000204295.1_ASM20429v1" 39.9716 49.6427 0.1948
"GCF_000026105.1_ASM2610v1" 39.772 49.6765 0.1994
"GCF_000019445.1_ASM1944v1" 39.8592 50.7146 0.214
"GCF_000219705.1_ASM21970v1" 39.6876 49.6226 0.2002
"GCF_000012245.1_ASM1224v1" 42.5696 50.9275 0.1641
"GCF_000012205.1_ASM1220v1" 41.8673 51.5852 0.1884
"GCF_000213805.1_ASM21380v1" 40.9338 48.7332 0.16
"GCF_000237065.1_ASM23706v1" 41.7475 50.739 0.1772
"GCF_000292795.1_PF-R124.01" 40.985 48.5148 0.1552
"GCF_000012265.1_ASM1226v1" 40.5688 49.5321 0.181
"GCA_000009225.1_ASM922v1" 40.9988 49.7403 0.1757
"GCF_000012445.1_ASM1244v1" 39.4187 48.6794 0.1902
"GCF_000194805.1_ASM19480v1" 40.7683 50.7868 0.1973
"GCF_000226155.1_ASM22615v1" 40.9142 49.9366 0.1807
"GCF_000026645.1_ASM2664v1" 40.8976 50.2954 0.1869
"GCF_000021045.1_ASM2104v1" 44.9458 51.3356 0.1245
"GCF_000023025.1_ASM2302v1" 46.2131 53.7494 0.1402
"GCF_000013665.1_ASM1366v1" 46.8895 50.6368 0.074
"GCF_000019225.1_ASM1922v1" 45.0412 50.4574 0.1073
"GCF_000091785.1_ASM9178v1" 52.9697 56.7706 0.067
"GCF_000048645.1_ASM4864v1" 54.1684 57.0264 0.0501
"GCF_000239175.1_ASM23917v1" 54.0592 56.957 0.0509
"GCF_000007765.1_ASM776v1" 50.3659 53.39 0.0566
"GCF_000219045.1_ASM21904v1" 50.1414 57.532 0.1285
"GCF_000019285.1_ASM1928v1" 50.5797 57.1917 0.1156
"GCF_000195555.1_ASM19555v1" 49.9142 56.9864 0.1241
"GCF_000248435.1_ASM24843v1" 50.9966 57.1559 0.1078
"GCF_000017785.1_ASM1778v1" 50.0399 57.2069 0.1253
"GCF_000024725.1_ASM2472v1" 55.1983 55.6539 0.0082
"GCF_000012805.1_ASM1280v1" 55.12 55.902 0.014
"GCF_000143085.1_ASM14308v1" 54.6224 55.8806 0.0225
"GCF_000015585.1_ASM1558v1" 52.6105 54.7792 0.0396
"GCF_000014785.1_ASM1478v1" 51.945 53.3935 0.0271
"GCF_000008325.1_ASM832v1" 52.2139 53.1281 0.0172
"GCA_000242255.3_ASM24225v3" 43.9714 48.4916 0.0932
"GCA_000230695.3_ASM23069v3" 46.3151 49.9005 0.0719
"GCA_000233915.4_ASM23391v4" 44.493 48.0774 0.0746
"GCF_000225915.1_ASM22591v1" 42.2047 47.6331 0.114
"GCF_000221965.1_ASM22196v1" 43.2649 47.575 0.0906
"GCF_000007145.1_ASM714v1" 43.2003 48.0026 0.1
"GCF_000009165.1_ASM916v1" 42.2351 48.5763 0.1305
"GCF_000010025.1_ASM1002v1" 43.0132 49.1794 0.1254
"GCF_000185965.1_ASM18596v1" 44.134 47.9816 0.0802
"GCF_000072485.1_ASM7248v1" 39.1553 46.882 0.1648
"GCF_000019765.1_ASM1976v1" 52.0171 53.6814 0.031
"GCF_000327045.1_ASM32704v1" 52.7077 54.7274 0.0369
"GCA_000224005.3_ASM22400v3" 47.8743 51.6482 0.0731
"GCA_000227745.3_ASM22774v3" 50.9609 52.4825 0.029
"GCF_000025485.1_ASM2548v1" 48.1615 50.6868 0.0498
"GCF_000021985.1_ASM2198v1" 45.3755 50.9539 0.1095
"GCF_000025545.1_ASM2554v1" 47.1503 52.0052 0.0934
"GCA_000227685.3_ASM22768v3" 50.3224 53.5369 0.06
"GCF_000015345.1_ASM1534v1" 44.634 44.4109 -0.005
"GCF_000007705.1_ASM770v1" 39.775 47.8775 0.1692
"GCF_000283535.1_ASM28353v1" 40.4922 49.9825 0.1899
"GCF_000021025.1_ASM2102v1" 41.213 48.7673 0.1549
"GCF_000196295.1_ASM19629v1" 42.1254 49.5751 0.1503
"GCF_000020105.1_ASM2010v1" 42.7094 50.3905 0.1524
"GCF_000026965.1_ASM2696v1" 42.2567 49.8758 0.1528
"GCF_000024165.1_ASM2416v1" 52.0173 53.8369 0.0338
"GCF_000236665.1_ASM23666v1" 42.1358 48.8304 0.1371
"GCF_000012425.1_ASM1242v1" 43.6442 51.596 0.1541
"GCF_000025965.1_ASM2596v1" 48.2279 52.6457 0.0839
"GCF_000021765.1_ASM2176v1" 46.2905 52.4668 0.1177
"GCF_000061505.1_ASM6150v1" 45.4542 49.9868 0.0907
"GCF_000253115.1_ASM25311v1" 48.7479 51.3653 0.051
"GCF_000015725.1_ASM1572v1" 46.7351 51.5669 0.0937
"GCF_000019785.1_ASM1978v1" 44.0249 48.967 0.1009
"GCF_000013605.1_ASM1360v1" 48.0784 51.1988 0.0609
"GCF_000013865.1_ASM1386v1" 47.3556 51.6488 0.0831
"GCF_000015505.1_ASM1550v1" 46.8195 49.9178 0.0621
"GCF_000015565.1_ASM1556v1" 46.6437 50.2235 0.0713
"GCF_000176855.2_ASM17685v2" 44.5409 50.6803 0.1211
"GCF_000015325.1_ASM1532v1" 44.4681 51.3473 0.134
"GCF_000022305.1_ASM2230v1" 44.5351 49.8372 0.1064
"GCF_000179015.2_ASM17901v2" 45.7275 50.9257 0.1021
"GCF_000018665.1_ASM1866v1" 42.4047 48.7881 0.1308
"GCF_000023345.1_ASM2334v1" 44.7163 50.1797 0.1089
"GCF_000184745.1_ASM18474v1" 43.7229 50.3019 0.1308
"GCF_000215705.1_ASM21570v1" 47.9118 50.5064 0.0514
"GCF_000013625.1_ASM1362v1" 40.3511 48.3278 0.1651
"GCF_000026125.1_ASM2612v1" 41.9605 48.5822 0.1363
"GCF_000143225.1_ASM14322v1" 39.4631 47.1529 0.1631
"GCF_000221045.1_ASM22104v1" 41.9676 47.3144 0.113
"GCF_000016345.1_ASM1634v1" 44.1246 53.2923 0.172
"GCF_000019745.1_ASM1974v1" 45.526 53.0967 0.1426
"GCF_000196015.1_ASM19601v1" 40.6107 51.3139 0.2086
"GCA_000009285.2_ASM928v2" 40.6967 48.7722 0.1656
"GCF_000203875.1_ASM20387v1" 40.5011 50.2611 0.1942
"GCF_000020205.1_ASM2020v1" 40.833 49.9572 0.1826
"GCF_000009125.1_ASM912v1" 41.2348 49.6252 0.1691
"GCF_000215325.1_ASM21532v1" 41.1958 49.7462 0.1719
"GCF_000198775.1_ASM19877v1" 46.3427 53.3635 0.1316
"GCF_000020045.1_ASM2004v1" 40.3257 50.2638 0.1977
"GCF_000092885.1_ASM9288v1" 40.5716 49.9951 0.1885
"GCF_000176935.3_ASM17693v3" 41.4336 50.1615 0.174
"GCF_000148685.1_ASM14868v1" 40.9307 50.1063 0.1831
"GCF_000013645.1_ASM1364v1" 40.4742 50.5215 0.1989
"GCF_000236065.1_ASM23606v1" 41.059 48.743 0.1576
"GCF_000020125.1_ASM2012v1" 40.2405 49.7718 0.1915
"GCF_000022645.2_ASM2264v1" 41.6704 50.4186 0.1735
"GCF_000194745.1_ASM19474v1" 41.463 49.5375 0.163
"GCF_000010545.1_ASM1054v1" 39.8882 48.0901 0.1706
"GCF_000016205.1_ASM1620v1" 40.093 50.1037 0.1998
"GCF_000203955.1_ASM20395v1" 39.6901 48.2224 0.1769
"GCF_000009485.1_ASM948v1" 39.7363 48.206 0.1757
"GCF_000012945.1_ASM1294v1" 39.4213 48.5232 0.1876
"GCF_000019925.1_ASM1992v1" 40.0956 48.8702 0.1795
"GCF_000012365.1_ASM1236v1" 42.0237 49.004 0.1424
"GCF_000015465.1_ASM1546v1" 42.0155 48.6845 0.137
"GCF_000011545.1_ASM1154v1" 41.7716 48.9227 0.1462
"GCF_000209655.1_ASM20965v1" 46.7964 52.319 0.1056
"GCF_000070465.1_ASM7046v1" 42.9818 50.6218 0.1509
"GCF_000165835.1_ASM16583v1" 41.7482 48.2116 0.1341
"GCF_000195675.1_ASM19567v1" 43.9602 47.6409 0.0773
"GCF_000226625.1_ASM22662v1" 46.689 57.4553 0.1874
"GCF_000185745.1_ASM18574v1" 46.4856 57.8447 0.1964
"GCF_000012745.1_ASM1274v1" 48.5608 52.2068 0.0698
"GCF_000093025.1_ASM9302v1" 42.5518 51.0569 0.1666
"GCF_000023705.1_ASM2370v1" 41.3244 50.1395 0.1758
"GCF_000023745.1_ASM2374v1" 43.7698 49.484 0.1155
"GCF_000013705.1_ASM1370v1" 46.8154 52.851 0.1142
"GCF_000025705.1_ASM2570v1" 45.3841 50.7401 0.1056
"GCF_000145255.1_ASM14525v1" 44.8497 51.9804 0.1372
"GCF_000196355.1_ASM19635v1" 53.8905 55.7737 0.0338
"GCF_000175095.2_ASM17509v2" 54.9009 53.9962 -0.0168
"GCF_000219585.1_ASM21958v1" 54.1184 54.1208 0
"GCF_000009145.1_ASM914v1" 55.1 53.0482 -0.0387
"GCF_000014765.1_ASM1476v1" 56.1103 54.5645 -0.0283
"GCF_000014865.1_ASM1486v1" 47.5159 51.2264 0.0724
"GCF_000283515.1_ASM28351v1" 46.6587 50.6494 0.0788
"GCF_000091125.1_ASM9112v1" 42.7202 49.5648 0.1381
"GCF_000013005.1_ASM1300v1" 46.036 52.0367 0.1153
"GCF_000253255.1_ASM25325v1" 44.8423 52.8263 0.1511
"GCF_000013325.1_ASM1332v1" 44.2366 52.2802 0.1539
"GCF_000013985.1_ASM1398v1" 42.5646 48.4298 0.1211
"GCF_000218875.1_ASM21887v1" 47.3525 53.7384 0.1188
"GCF_000007105.1_ASM710v1" 45.1047 52.4152 0.1395
"GCF_000016765.1_ASM1676v1" 44.3332 48.1677 0.0796
"GCF_000024465.1_ASM2446v1" 48.1267 51.588 0.0671
"GCF_000226315.1_ASM22631v1" 39.255 46.7865 0.161
"GCF_000016185.1_ASM1618v1" 49.5819 50.7684 0.0234
"GCF_000010725.1_ASM1072v1" 44.7442 49.0803 0.0883
"GCA_000632475.2_ASM63247v2" 46.827 51.8411 0.0967
"GCF_000283655.1_ASM28365v1" 44.7751 48.669 0.08
"GCF_000009985.1_ASM998v1" 46.2064 49.171 0.0603
"GCF_000225955.1_ASM22595v1" 48.8255 48.0371 -0.0164
"GCF_000013085.1_ASM1308v1" 48.5236 48.1319 -0.0081
"GCF_000011685.1_ASM1168v1" 43.9277 51.5175 0.1473
"GCF_000021325.1_ASM2132v1" 45.0264 48.1951 0.0657
"GCF_000010965.1_ASM1096v1" 43.069 50.9284 0.1543
"GCF_000202835.1_ASM20283v1" 47.4632 52.1547 0.09
"GCF_000014285.1_ASM1428v1" 44.9596 50.7029 0.1133
"GCF_000152825.2_ASM15282v2" 52.3179 54.9325 0.0476
"GCF_000013025.1_ASM1302v1" 47.6615 51.5618 0.0756
"GCF_000023785.1_ASM2378v1" 44.4864 54.1461 0.1784
"GCF_000014745.1_ASM1474v1" 46.0432 50.5394 0.089
"GCF_000017265.1_ASM1726v1" 47.132 53.4261 0.1178
"GCF_000019145.1_ASM1914v1" 42.4584 50.2816 0.1556
"GCF_000092285.1_ASM9228v1" 40.8189 50.7914 0.1963
"GCF_000006905.1_ASM690v1" 40.8047 50.1861 0.1869
"GCF_000175215.2_ASM17521v2" 43.1914 51.2538 0.1573
"GCF_000144605.1_ASM14460v1" 44.39 49.6919 0.1067
"GCF_000016405.1_ASM1640v1" 47.3423 52.9049 0.1051
"GCF_000015985.1_ASM1598v1" 46.6556 51.6085 0.096
"GCF_000203895.1_ASM20389v1" 43.7503 47.4394 0.0778
"GCF_000021865.1_ASM2186v1" 42.9096 47.612 0.0988
"GCF_000164885.1_ASM16488v1" 41.655 47.4394 0.1219
"GCF_000223375.1_ASM22337v1" 42.3479 46.5833 0.0909
"GCF_000013565.1_ASM1356v1" 49.3425 53.1597 0.0718
"GCF_000011965.2_ASM1196v2" 42.7657 48.1569 0.112
"GCF_000511355.1_ASM51135v1" 43.3074 49.2956 0.1215
"GCF_000014065.1_ASM1406v1" 43.039 52.6014 0.1818
"GCF_000014045.1_ASM1404v1" 48.1565 51.9433 0.0729
"GCF_000017565.1_ASM1756v1" 46.7278 51.9269 0.1001
"GCF_000166055.1_ASM16605v1" 48.3448 52.3886 0.0772
"GCA_000230975.3_ASM23097v3" 48.5644 53.8502 0.0982
"GCF_000143145.1_ASM14314v1" 46.6868 51.4254 0.0921
"GCF_000253295.1_ASM25329v1" 47.1942 52.9152 0.1081
"GCF_000230555.1_ASM23055v1" 48.2914 52.949 0.088
"GCF_000192745.1_ASM19274v1" 47.4841 52.1194 0.0889
"GCF_000236645.1_ASM23664v1" 41.0308 52.2168 0.2142
"GCF_000014245.1_ASM1424v1" 49.8878 54.8476 0.0904
"GCF_000009625.1_ASM962v1" 45.8507 52.0625 0.1193
"GCF_000176035.2_ASM17603v2" 45.8382 51.6493 0.1125
"GCA_000230995.3_ASM23099v3" 48.5536 51.8301 0.0632
"GCF_000185905.1_ASM18590v1" 45.2935 51.3781 0.1184
"GCF_000017405.1_ASM1740v1" 43.5221 51.7301 0.1587
"GCF_000227645.1_ASM22764v1" 43.8441 49.6987 0.1178
"GCF_000192725.1_ASM19272v1" 43.7009 49.6441 0.1197
"GCF_000018545.1_ASM1854v1" 44.9215 53.603 0.162
"GCF_000017145.1_ASM1714v1" 45.6983 54.5053 0.1616
"GCA_000147775.3_ASM14777v3" 45.3469 53.9687 0.1598
"GCF_000016285.1_ASM1628v1" 45.0439 52.0951 0.1354
"GCF_000192635.1_ASM19263v1" 44.1514 52.5939 0.1605
"GCF_000092025.1_ASM9202v1" 45.077 52.1501 0.1356
"GCF_000021345.1_ASM2134v1" 44.8075 51.6729 0.1329
"GCF_000020265.1_ASM2026v1" 44.5952 52.0438 0.1431
"GCF_000092045.1_ASM9204v1" 44.8663 52.4412 0.1444
"GCF_000023185.1_ASM2318v1" 45.4299 52.5479 0.1355
"GCF_000520875.1_ASM52087v1" 46.26 51.9674 0.1098
"GCF_000517605.1_ASM51760v1" 45.8862 52.1747 0.1205
"GCF_000009265.1_ASM926v1" 45.2438 52.4292 0.137
"GCF_000016265.1_ASM1626v1" 43.6584 52.1466 0.1628
"GCF_000019365.1_ASM1936v1" 51.9968 55.8951 0.0697
"GCF_000022085.1_ASM2208v1" 50.7229 55.3346 0.0833
"GCF_000019725.1_ASM1972v1" 50.8008 55.1998 0.0797
"GCF_000019945.1_ASM1994v1" 51.234 54.372 0.0577
"GCF_000021845.1_ASM2184v1" 50.1397 54.7913 0.0849
"GCF_000019845.1_ASM1984v1" 47.9264 52.9424 0.0947
"GCF_000021745.1_ASM2174v1" 46.726 50.5392 0.0755
"GCF_000092925.1_ASM9292v1" 48.3718 50.6742 0.0454
"GCF_000017645.1_ASM1764v1" 49.0454 51.7457 0.0522
"GCF_000010525.1_ASM1052v1" 49.7963 50.393 0.0118
"GCF_000218585.1_ASM21858v1" 48.3926 52.0431 0.0701
"GCF_000013885.1_ASM1388v1" 49.2534 53.9033 0.0863
"GCF_000012725.1_ASM1272v1" 50.1687 53.3833 0.0602
"GCF_000020445.1_ASM2044v1" 45.5324 50.5159 0.0987
"GCF_000177255.2_ASM17725v2" 47.3453 50.4997 0.0625
"GCF_000013685.1_ASM1368v1" 46.4123 50.2036 0.0755
"GCF_000013365.1_ASM1336v1" 45.9032 49.1347 0.0658
"GCF_000014825.1_ASM1482v1" 46.945 50.0704 0.0624
"GCF_000013745.1_ASM1374v1" 46.6468 49.8339 0.064
"GCF_000015165.1_ASM1516v1" 47.3737 51.0709 0.0724
"GCF_000026145.1_ASM2614v1" 48.1914 50.6663 0.0488
"GCF_000011365.1_ASM1136v1" 48.3908 52.9568 0.0862
"GCF_000284375.1_ASM28437v1" 48.2726 52.7179 0.0843
