"genome_id" "Genome_Name" "rRNA_CN_rrnDB" "rRNA_CN_IMG" "rRNA_CN_final"
"GCF_000014025.1_ASM1402v1" "Arcobacter butzleri RM4018" 5 5 5
"GCF_000196135.1_ASM19613v1" "Wolinella succinogenes DSM 1740" 3 3 3
"GCF_000091985.1_ASM9198v1" "Helicobacter mustelae ATCC 43772" 2 2 2
"GCF_000200595.1_ASM20059v1" "Helicobacter felis CS1, ATCC 49179" 2 2 2
"GCF_000237285.1_ASM23728v1" "Helicobacter bizzozeronii CIII-1" NA 2 2
"GCF_000011725.1_ASM1172v1" "Helicobacter pylori 51" 2 2 2
"GCF_000270045.1_ASM27004v1" "Helicobacter pylori F32" 2 2 2
"GCF_000008525.1_ASM852v1" "Helicobacter pylori 26695" 2 2.33 2
"GCF_000196755.1_ASM19675v1" "Helicobacter pylori B8" 2 2 2
"GCF_000021165.1_ASM2116v1" "Helicobacter pylori G27" 2 2.33 2
"GCF_000009305.1_ASM930v1" "Helicobacter acinonychis Sheeba" 2 2 2
"GCF_000185245.1_ASM18524v1" "Helicobacter pylori SouthAfrica7" 2 2 2
"GCF_000148665.1_ASM14866v1" "Helicobacter pylori 908" 1 1 1
"GCF_000178935.2_ASM17893v2" "Helicobacter pylori 35A" 2 2 2
"GCF_000255955.1_ASM25595v1" "Helicobacter pylori ELS37" 2 2 2
"GCF_000224575.1_ASM22457v1" "Helicobacter pylori SNT49" 2 2 2
"GCF_000007905.1_ASM790v1" "Helicobacter hepaticus 3B1, ATCC 51449" 1 1 1
"GCF_000010325.1_ASM1032v1" "Nitratiruptor sp. SB155-2" 3 3 3
"GCF_000185805.1_ASM18580v1" "Thermovibrio ammonificans HB-1, DSM 15698" 3 3 3
"GCF_000191045.1_ASM19104v1" "Desulfurobacterium thermolithotrophum BSA, DSM 11699" 2 2 2
"GCF_000008625.1_ASM862v1" "Aquifex aeolicus VF5" 2 2 2
"GCF_000020785.1_ASM2078v1" "Hydrogenobaculum sp. Y04AAS1" 2 2 2
"GCF_000348765.2_ASM34876v2" "Hydrogenobaculum sp. SN" 2 2 2
"GCF_000010785.1_ASM1078v1" "Hydrogenobacter thermophilus TK-6, DSM 6534" 1 1 1
"GCF_000025605.1_ASM2560v1" "Thermocrinis albus HI 11/12, DSM 14484" 1 1 1
"GCF_000021545.1_ASM2154v1" "Sulfurihydrogenibium azorense Az-Fu1" 2 2 2
"GCF_000020325.1_ASM2032v1" "Sulfurihydrogenibium sp. YO3AOP1" 3 3 3
"GCF_000021565.1_ASM2156v1" "Persephonella marina EX-H1" 2 2 2
"GCF_000196815.1_ASM19681v1" "Candidatus Nitrospira defluvii" 1 1 1
"GCF_000226295.1_ASM22629v1" "Candidatus Chloracidobacterium thermophilum B" 1 1 1
"GCF_000014905.1_ASM1490v1" "Candidatus Solibacter usitatus Ellin6076" 2 2 2
"GCF_000014005.1_ASM1400v1" "Candidatus Koribacter versatilis Ellin345" 1 1 1
"GCF_000022565.1_ASM2256v1" "Acidobacterium capsulatum ATCC 51196" 1 1 1
"GCF_000178975.2_ASM17897v2" "Granulicella tundricola MP5ACTX9" 1 1 1
"GCF_000265425.1_ASM26542v1" "Terriglobus roseus KBS 63, DSM 18391" 2 2 2
"GCF_000179915.2_ASM17991v2" "Terriglobus saanensis SP1PR4, DSM 23119" 1 1 1
"GCF_000012885.1_ASM1288v1" "Pelobacter carbinolicus Bd1, GraBd1" 2 2 2
"GCF_000020385.1_ASM2038v1" "Geobacter lovleyi SZ" 2 2 2
"GCF_000015045.1_ASM1504v1" "Pelobacter propionicus DSM 2379" 4 4 4
"GCF_000210155.1_ASM21015v1" "Geobacter sulfurreducens KN400" 2 2 2
"GCF_000012925.1_ASM1292v1" "Geobacter metallireducens GS-15" 2 2 2
"GCF_000022265.1_ASM2226v1" "Geobacter sp. FRC-32" 2 2 2
"GCF_000016745.1_ASM1674v1" "Geobacter uraniireducens Rf4" 2 2 2
"GCF_000023645.1_ASM2364v1" "Geobacter sp. M21" 4 4 4
"GCF_000175115.2_ASM17511v2" "Geobacter sp. M18" 4 4 4
"GCF_000024325.1_ASM2432v1" "Desulfohalobium retbaense HR100, DSM 5692" 2 2 2
"GCF_000023225.1_ASM2322v1" "Desulfomicrobium baculatum X, DSM 4028" 2 2.33 2
"GCF_000015485.1_ASM1548v1" "Desulfovibrio vulgaris vulgaris DP4" 5 5.33 5
"GCF_000021385.1_ASM2138v1" "Desulfovibrio vulgaris Miyazaki F" 4 4 4
"GCF_000022125.1_ASM2212v1" "Desulfovibrio desulfuricans desulfuricans ATCC 27774" 3 3 3
"GCF_000010665.1_ASM1066v1" "Desulfovibrio magneticus RS-1" 3 3 3
"GCF_000176915.2_ASM17691v2" "Desulfovibrio aespoeensis Aspo-2, DSM 10631" 2 2 2
"GCF_000023445.1_ASM2344v1" "Desulfovibrio salexigens DSM 2638" 5 5 5
"GCF_000092205.1_ASM9220v1" "Desulfurivibrio alkaliphilus AHT2" 2 2 2
"GCF_000025945.1_ASM2594v1" "Desulfotalea psychrophila LSv54" 7 7.33 7
"GCF_000186885.1_ASM18688v1" "Desulfobulbus propionicus 1pr3, DSM 2032" 2 2 2
"GCF_000018405.1_ASM1840v1" "Desulfococcus oleovorans Hxd3" 1 1 1
"GCF_000020365.1_ASM2036v1" "Desulfobacterium autotrophicum HRM2, DSM 3382" 6 6.33 6
"GCF_000014965.1_ASM1496v1" "Syntrophobacter fumaroxidans MPOB" 2 2 2
"GCF_000143965.1_ASM14396v1" "Desulfarculus baarsii 2st14, DSM 2075" 1 1 1
"GCF_000013405.1_ASM1340v1" "Syntrophus aciditrophicus SB" 1 1 1
"GCF_000266945.1_ASM26694v1" "Desulfomonile tiedjei DCB-1, DSM 6799" 1 1 1
"GCF_000195295.1_ASM19529v1" "Desulfobacca acetoxidans ASRB2, DSM 11109" 1 1.33 1
"GCF_000217795.1_ASM21779v1" "Thermodesulfatator indicus CIR29812, DSM 15286" 2 2 2
"GCF_000196175.1_ASM19617v1" "Bdellovibrio bacteriovorus HD100" 2 2 2
"GCF_000067165.1_ASM6716v1" "Sorangium cellulosum So ce 56" 4 4 4
"GCF_000024805.1_ASM2480v1" "Haliangium ochraceum SMP-2, DSM 14365" 2 2 2
"GCF_000255295.1_ASM25529v1" "Corallococcus coralloides DSM 2259" 3 3 3
"GCF_000012685.1_ASM1268v1" "Myxococcus xanthus DK 1622" 4 4 4
"GCF_000219105.1_ASM21910v1" "Myxococcus fulvus HW-1" 3 3 3
"GCF_000165485.1_ASM16548v1" "Stigmatella aurantiaca DW4/3-1" 2 2 2
"GCF_000017505.1_ASM1750v1" "Anaeromyxobacter sp. Fw109-5" 2 2 2
"GCF_000013385.1_ASM1338v1" "Anaeromyxobacter dehalogenans 2CP-C" 2 2 2
"GCF_000221025.1_ASM22102v1" "Acidithiobacillus caldus SM-1" 2 2 2
"GCF_000020825.1_ASM2082v1" "Acidithiobacillus ferrooxidans ATCC 53993" 2 2 2
"GCA_000214095.3_ASM21409v3" "Acidithiobacillus ferrivorans SS3" 2 2 2
"GCF_000024765.1_ASM2476v1" "Halothiobacillus neapolitanus c2, ATCC 23641" 2 2 2
"GCF_000012605.1_ASM1260v1" "Thiomicrospira crunogena XCL-2" 3 3 3
"GCF_000214825.1_ASM21482v1" "Thioalkalimicrobium cyclicum ALM1, DSM 14477" 2 2 2
"GCA_000227665.3_ASM22766v3" "Thioalkalimicrobium aerophilum AL3" 2 2 2
"GCF_000024085.1_ASM2408v1" "Kangiella koreensis SW-125, DSM 16069" 2 2 2
"GCF_000148645.1_ASM14864v1" "Ferrimonas balearica PAT, DSM 9799" 7 7.33 7
"GCF_000014885.1_ASM1488v1" "Shewanella piezotolerans WP3" 8 8.33 8
"GCF_000019185.1_ASM1918v1" "Shewanella halifaxensis HAW-EB4" 10 10.33 10
"GCF_000018285.1_ASM1828v1" "Shewanella pealeana ANG-SQ1, ATCC 700345" 11 11.33 11
"GCF_000019525.1_ASM1952v1" "Shewanella woodyi MS32, ATCC 51908" 10 10.67 10
"GCF_000018025.1_ASM1802v1" "Shewanella sediminis HAW-EB3" 12 12.33 12
"GCF_000091325.1_ASM9132v1" "Shewanella violacea DSS12" 14 14.33 14
"GCF_000146165.2_ASM14616v2" "Shewanella oneidensis MR-1" 9 9.33 9
"GCF_000203935.1_ASM20393v1" "Shewanella sp. ANA-3" 9 9.33 9
"GCF_000018765.1_ASM1876v1" "Shewanella baltica OS195" 10 10.33 10
"GCF_000015185.1_ASM1518v1" "Shewanella sp. W3-18-1" 8 8.33 8
"GCF_000169215.2_ASM16921v2" "Shewanella putrefaciens 200 (Missing data)" 8 8.33 8
"GCF_000015285.1_ASM1528v1" "Psychromonas ingrahamii 37" 10 10.33 10
"GCF_000196255.1_ASM19625v1" "Photobacterium profundum SS9" 15 16 15
"GCF_000196495.1_ASM19649v1" "Aliivibrio salmonicida LFI1238" 12 12.33 12
"GCF_000020845.1_ASM2084v1" "Vibrio fischeri MJ11" NA 4 4
"GCF_000091465.1_ASM9146v1" "Vibrio splendidus LGP32" 8 8.67 8
"GCF_000017705.1_ASM1770v1" "Vibrio harveyi BB120, ATCC BAA-1116" 11 8 11
"GCF_000024825.1_ASM2482v1" "Vibrio sp. Ex25" 11 11.33 11
"GCF_000196095.1_ASM19609v1" "Vibrio parahaemolyticus sv. O3:K6 RIMD 2210633" 11 11.33 11
"GCF_000009745.1_ASM974v1" "Vibrio vulnificus YJ016" 9 9.33 9
"GCF_000241385.1_ASM24138v1" "Vibrio sp. EJY3" 9 9.33 9
"GCF_000217675.1_ASM21767v1" "Vibrio anguillarum sv. O1 775" 7 7 7
"GCF_000184325.1_ASM18432v1" "Vibrio furnissii 2510/74, NCTC 11218" 7 7.33 7
"GCF_000195065.1_ASM19506v1" "Vibrio cholerae LMA3894-4" 8 8.33 8
"GCF_000022585.1_ASM2258v1" "Vibrio cholerae MJ-1236" 7 7.33 7
"GCA_000166455.2_ASM16645v2" "Vibrio cholerae sv. O1 2010EL-1786" 7 7.33 7
"GCF_000209675.1_ASM20967v1" "Gallibacterium anatis UMN179" 6 6.33 6
"GCF_000234745.1_ASM23474v1" "Pasteurella multocida 36950" 6 6.33 6
"GCF_000006825.1_ASM682v1" "Pasteurella multocida multocida sv. 3 Pm70" 6 6.67 6
"GCA_000016485.1_ASM1648v1" "Haemophilus influenzae NTHi PittGG" NA 6 6
"GCF_000165525.1_ASM16552v1" "Haemophilus influenzae R2866" 6 6 6
"GCF_000210895.1_ASM21089v1" "Haemophilus parainfluenzae T3T1" 6 6.33 6
"GCA_000241025.2_ASM24102v2" "Aggregatibacter actinomycetemcomitans ANH9381" 6 6 6
"GCF_000022985.1_ASM2298v1" "Aggregatibacter aphrophilus NJ8700" 6 6.33 6
"GCF_000007745.1_ASM774v1" "Mannheimia succiniciproducens MBEL55E" 6 6.33 6
"GCF_000017245.1_ASM1724v1" "Actinobacillus succinogenes 130Z" 6 6.33 6
"GCF_000021885.1_ASM2188v1" "Haemophilus parasuis sv. 5 SH0165" 6 6.67 6
"GCF_000007945.1_ASM794v1" "Haemophilus ducreyi 35000HP" 6 6.33 6
"GCF_000015885.1_ASM1588v1" "Actinobacillus pleuropneumoniae sv. 5b L20" 6 6.33 6
"GCF_000011785.1_ASM1178v1" "Histophilus somni 129P" 5 5.33 5
"GCF_000027225.1_ASM2722v1" "Xenorhabdus bovienii SS-2004" 7 9.67 7
"GCF_000252955.1_ASM25295v1" "Xenorhabdus nematophila ATCC 19061" NA 9.67 9.67
"GCF_000196155.1_ASM19615v1" "Photorhabdus luminescens laumondii TTO1" 7 7.33 7
"GCF_000069965.1_ASM6996v1" "Proteus mirabilis HI4320" 7 7.33 7
"GCF_000009345.1_ASM934v1" "Yersinia enterocolitica enterocolitica sv. 0:08 8081" 7 7.33 7
"GCF_000222975.1_ASM22297v1" "Yersinia pestis A1122" 6 6 6
"GCF_000007885.1_ASM788v1" "Yersinia pestis bv. Microtus 91001" 7 7.33 7
"GCF_000241955.1_ASM24195v1" "Rahnella aquatilis CIP 78.65" NA 7.33 7.33
"GCF_000187705.1_ASM18770v1" "Rahnella sp. Y9602" 7 7.33 7
"GCA_000648575.1_ASM64857v1" "Serratia plymuthica AS9" NA 7.33 7.33
"GCF_000018085.1_ASM1808v1" "Serratia proteamaculans 568" 7 7 7
"GCF_000146305.1_ASM14630v1" "Edwardsiella tarda FL6-60" 8 8.33 8
"GCF_000022885.2_ASM2288v2" "Edwardsiella ictaluri 93-146" 8 8.33 8
"GCA_000023545.1_ASM2354v1" "Dickeya dadantii Ech703" NA 7.33 7.33
"GCA_000023565.1_ASM2356v1" "Dickeya zeae Ech1591" NA 7.33 7.33
"GCF_000025065.1_ASM2506v1" "Dickeya dadantii Ech586" 7 7.33 7
"GCF_000147055.1_ASM14705v1" "Dickeya dadantii 3937" 7 7.33 7
"GCF_000024645.1_ASM2464v1" "Pectobacterium wasabiae WPP163" 7 7.33 7
"GCF_000011605.1_ASM1160v1" "Pectobacterium atrosepticum SCRI1043" 7 7.33 7
"GCF_000023605.1_ASM2360v1" "Pectobacterium carotovorum carotovorum PC1" 7 7.33 7
"GCF_000175935.2_ASM17593v2" "Pantoea sp. At-9b" 7 7.33 7
"GCF_000233595.1_ASM23359v1" "Pantoea ananatis PA13" 7 7.33 7
"GCF_000270125.2_ASM27012v2" "Pantoea ananatis AJ13355" 7 7.33 7
"GCF_000148935.1_ASM14893v1" "Pantoea vagans C9-1" 7 7.33 7
"GCF_000196615.1_ASM19661v1" "Erwinia billingiae Eb661" 7 7 7
"GCF_000026985.1_ASM2698v1" "Erwinia pyrifoliae DSM 12163" NA 7.33 7.33
"GCF_000017665.1_ASM1766v1" "Cronobacter sakazakii ATCC BAA-894" 7 5.33 7
"GCF_000016325.1_ASM1632v1" "Enterobacter sp. 638" 7 7.33 7
"GCF_000025565.1_ASM2556v1" "Enterobacter cloacae cloacae ATCC 13047" 8 8.33 8
"GCA_000210775.1_ASM21077v1" "Enterobacter cloacae cloacae NCTC 9394" NA 1.67 1.67
"GCF_000164865.1_ASM16486v1" "Enterobacter cloacae SCF1" 7 7.33 7
"GCF_000215745.1_ASM21574v1" "Enterobacter aerogenes KCTC 2190" 8 8.33 8
"GCF_000220485.1_ASM22048v1" "Klebsiella pneumoniae KCTC 2242" 8 8.33 8
"GCF_000019565.1_ASM1956v1" "Klebsiella pneumoniae 342" 8 8.33 8
"GCF_000027085.1_ASM2708v1" "Citrobacter rodentium ICC168" 7 7.33 7
"GCF_000026225.1_ASM2622v1" "Escherichia fergusonii UMN026, ATCC 35469" 7 7.33 7
"GCF_000010765.1_ASM1076v1" "Escherichia coli O111:H 11128" 7 7.33 7
"GCF_000019425.1_ASM1942v1" "Escherichia coli DH10B" 7 7.33 7
"GCF_000012025.1_ASM1202v1" "Shigella boydii sv. 4 Sb227" 7 7.33 7
"GCF_000025165.1_ASM2516v1" "Escherichia coli O55:H7 CB9615" 7 7.33 7
"GCF_000014845.1_ASM1484v1" "Escherichia coli sv. O1:K1:H7 APEC" 7 7.33 7
"GCF_000252875.1_ASM25287v1" "Salmonella enterica enterica sv. Typhimurium 798" 7 7.33 7
"GCF_000235545.1_ASM23554v1" "Salmonella enterica enterica sv. Gallinarum RKS5078" 7 7.33 7
"GCF_000245535.1_ASM24553v1" "Salmonella enterica enterica sv. Typhi P-stx-12" 7 7.33 7
"GCF_000239975.1_ASM23997v1" "Enterobacter cloacae EcWSU1" 8 8.33 8
"GCF_000240325.1_ASM24032v1" "Klebsiella oxytoca KCTC 1686" 8 8.33 8
"GCA_000240185.2_ASM24018v2" "Klebsiella pneumoniae pneumoniae HS11286" 8 8.33 8
"GCF_000233895.1_ASM23389v1" "Escherichia coli clone D i14" 7 7.33 7
"GCA_000308975.2_ASM30897v2" "Escherichia coli O150:H5 SE15" NA 7.33 7.33
"GCF_000252995.1_ASM25299v1" "Salmonella bongori NCTC 12419" 7 7.33 7
"GCF_000020705.1_ASM2070v1" "Salmonella enterica sv. Heidelberg SL476" 7 6.33 7
"GCF_000018385.1_ASM1838v1" "Salmonella enterica sv. Paratyphi C RKS4594" 7 7.33 7
"GCF_000020925.1_ASM2092v1" "Salmonella enterica sv. Dublin CT_02021853" 7 7 7
"GCF_000018045.1_ASM1804v1" "Citrobacter koseri ATCC BAA-895" 7 5.33 7
"GCF_000243075.1_ASM24307v1" "Oceanimonas sp. GK1" 7 7.33 7
"GCF_000023065.1_ASM2306v1" "Tolumonas auensis TA 4, DSM 9187" 8 8.33 8
"GCF_000196395.1_ASM19639v1" "Aeromonas salmonicida salmonicida A449" 9 9.33 9
"GCF_000204115.1_ASM20411v1" "Aeromonas veronii B565" 10 10.33 10
"GCF_000014805.1_ASM1480v1" "Aeromonas hydrophila hydrophila ATCC 7966" 10 10.33 10
"GCF_000008465.1_ASM846v1" "Idiomarina loihiensis L2TR" 4 4 4
"GCF_000014225.1_ASM1422v1" "Pseudoalteromonas atlantica T6c" 5 5 5
"GCF_000226565.1_ASM22656v1" "Glaciecola nitratireducens FR1064" 4 4 4
"GCF_000213655.1_ASM21365v1" "Alteromonas sp. SN2" 5 5 5
"GCF_000020585.3_ASM2058v3" "Alteromonas macleodii Deep ecotype, DSM 17117" 5 5.33 5
"GCF_000012325.1_ASM1232v1" "Colwellia psychrerythraea 34H" 9 9.33 9
"GCF_000026085.1_ASM2608v1" "Pseudoalteromonas haloplanktis TAC125" 9 9.33 9
"GCF_000184065.1_ASM18406v1" "Pseudoalteromonas sp. SM9913" 8 8.33 8
"GCF_000046845.1_ASM4684v1" "Acinetobacter baylyi ADP1" 7 7 7
"GCF_000226275.1_ASM22627v1" "Acinetobacter baumannii MDR-ZJ06" 6 6 6
"GCF_000191145.1_ASM19114v1" "Acinetobacter calcoaceticus PHEA-2" 2 2 2
"GCF_000196795.1_ASM19679v1" "Acinetobacter oleivorans DR1" 6 6 6
"GCA_000015425.1_ASM1542v1" "Acinetobacter baumannii ATCC 17978" NA 5 5
"GCA_000069205.1_ASM6920v1" "Acinetobacter baumannii SDF" NA 5 5
"GCF_000069245.1_ASM6924v1" "Acinetobacter baumannii AYE" 6 6 6
"GCF_000302495.1_RH4.0" "Moraxella catarrhalis RH4" NA 4 4
"GCF_000012305.1_ASM1230v1" "Psychrobacter arcticus 273-4" 4 4 4
"GCF_000013905.1_ASM1390v1" "Psychrobacter cryohalolentis K5" 4 4 4
"GCF_000016885.1_ASM1688v1" "Psychrobacter sp. PRwf-1" 5 5 5
"GCF_000198515.1_ASM19851v1" "gamma proteobacterium sp. HdN1" 3 3 3
"GCF_000009365.1_ASM936v1" "Alcanivorax borkumensis SK2" 3 3 3
"GCF_000017285.1_ASM1728v1" "Marinomonas sp. MWYL1" 8 8.33 8
"GCF_000192865.1_ASM19286v1" "Marinomonas mediterranea MMB-1, ATCC 700492" 7 7 7
"GCF_000214215.1_ASM21421v1" "Marinomonas posidonica IVIA-Po-181" 8 8 8
"GCF_000012985.1_ASM1298v1" "Hahella chejuensis KCTC 2396" 5 5 5
"GCF_000015365.1_ASM1536v1" "Marinobacter aquaeolei VT8" 3 3 3
"GCF_000166295.1_ASM16629v1" "Marinobacter adhaerens HP15" 3 3 3
"GCF_000196875.1_ASM19687v1" "Halomonas elongata DSM 2581" 4 4 4
"GCF_000055785.1_ASM5578v1" "Chromohalobacter salexigens 1H11, DSM 3043" 5 5 5
"GCF_000327065.1_ASM32706v1" "Pseudomonas stutzeri RCH2" 4 4 4
"GCF_000195105.1_ASM19510v1" "Pseudomonas stutzeri CMT.A.9, DSM 4166" 4 4 4
"GCF_000016565.1_ASM1656v1" "Pseudomonas mendocina ymp" 4 4 4
"GCF_000204295.1_ASM20429v1" "Pseudomonas mendocina NK-01" 4 4 4
"GCF_000026105.1_ASM2610v1" "Pseudomonas entomophila L48" 7 7.33 7
"GCF_000019445.1_ASM1944v1" "Pseudomonas putida W619" 7 7.33 7
"GCF_000219705.1_ASM21970v1" "Pseudomonas putida S16" 6 6.33 6
"GCF_000012245.1_ASM1224v1" "Pseudomonas syringae pv. syringae B728a" 5 5.33 5
"GCF_000012205.1_ASM1220v1" "Pseudomonas syringae pv. phaseolicola 1448A" 5 5.33 5
"GCF_000213805.1_ASM21380v1" "Pseudomonas fulva 12-X" 4 4 4
"GCF_000237065.1_ASM23706v1" "Pseudomonas fluorescens F113" 5 5.33 5
"GCF_000292795.1_PF-R124.01" "Pseudomonas fluorescens R124" NA 0 1
"GCF_000012265.1_ASM1226v1" "Pseudomonas protegens Pf-5" 5 5.33 5
"GCA_000009225.1_ASM922v1" "Pseudomonas fluorescens SBW25" 5 5.33 5
"GCF_000012445.1_ASM1244v1" "Pseudomonas fluorescens Pf0-1" 6 6.33 6
"GCF_000194805.1_ASM19480v1" "Pseudomonas brassicacearum brassicacearum NFM421" 5 5.33 5
"GCF_000226155.1_ASM22615v1" "Pseudomonas aeruginosa M18" 4 4.33 4
"GCF_000026645.1_ASM2664v1" "Pseudomonas aeruginosa LESB58" 4 4.33 4
"GCF_000021045.1_ASM2104v1" "Azotobacter vinelandii DJ, ATCC BAA-1303" 6 6 6
"GCF_000023025.1_ASM2302v1" "Teredinibacter turnerae T7901" 3 3 3
"GCF_000013665.1_ASM1366v1" "Saccharophagus degradans 2-40" 2 2 2
"GCF_000019225.1_ASM1922v1" "Cellvibrio japonicus Ueda107" 3 3 3
"GCF_000091785.1_ASM9178v1" "Legionella longbeachae NSW150" 4 4 4
"GCF_000048645.1_ASM4864v1" "Legionella pneumophila Paris" 3 3 3
"GCF_000239175.1_ASM23917v1" "Legionella pneumophila pneumonophila 570-CO-H, ATCC 43290" 3 3 3
"GCF_000007765.1_ASM776v1" "Coxiella burnetii Nine Mile phase I / RSA 493" 1 1 1
"GCF_000219045.1_ASM21904v1" "Francisella sp. TX077308" 3 3.33 3
"GCF_000019285.1_ASM1928v1" "Francisella philomiragia philomiragia ATCC 25017" 3 3.33 3
"GCF_000195555.1_ASM19555v1" "Francisella novicida 3523" 3 3.33 3
"GCF_000248435.1_ASM24843v1" "Francisella tularensis sv. Type A1 TI0902" 3 3.33 3
"GCF_000017785.1_ASM1778v1" "Francisella tularensis holarctica FTA (FTNF002-00)" 3 3.33 3
"GCF_000024725.1_ASM2472v1" "Nitrosococcus halophilus Nc4" 2 2 2
"GCF_000012805.1_ASM1280v1" "Nitrosococcus oceani C-107, ATCC 19707" 2 2 2
"GCF_000143085.1_ASM14308v1" "Nitrosococcus watsoni C-113" 2 2 2
"GCF_000015585.1_ASM1558v1" "Halorhodospira halophila SL1" 2 2 2
"GCF_000014785.1_ASM1478v1" "Alkalilimnicola ehrlichii MLHE-1" 2 2 2
"GCF_000008325.1_ASM832v1" "Methylococcus capsulatus Bath" 2 2 2
"GCA_000242255.3_ASM24225v3" "Frateuria aurantia Kondo 67, DSM 6220" 4 4 4
"GCA_000230695.3_ASM23069v3" "Rhodanobacter sp. 2APBS1" 2 2 2
"GCA_000233915.4_ASM23391v4" "Pseudoxanthomonas spadix BD-a59" 1 1 1
"GCF_000225915.1_ASM22591v1" "Xanthomonas axonopodis pv. citrumelo F1" 2 2 2
"GCF_000221965.1_ASM22196v1" "Xanthomonas campestris pv. raphani 756C" 2 2 2
"GCF_000007145.1_ASM714v1" "Xanthomonas campestris pv. Campestris" 2 2 2
"GCF_000009165.1_ASM916v1" "Xanthomonas campestris pv. vesicatoria 85-10" 2 2 2
"GCF_000010025.1_ASM1002v1" "Xanthomonas oryzae pv. oryzae MAFF 311018" 2 2 2
"GCF_000185965.1_ASM18596v1" "Pseudoxanthomonas suwonensis 11-1" 2 2 2
"GCF_000072485.1_ASM7248v1" "Stenotrophomonas maltophilia K279a" 4 4 4
"GCF_000019765.1_ASM1976v1" "Xylella fastidiosa M23" 2 2 2
"GCF_000327045.1_ASM32704v1" "Thioflavicoccus mobilis 8321" 2 2 2
"GCA_000224005.3_ASM22400v3" "Marichromatium purpuratum 984" 3 3 3
"GCA_000227745.3_ASM22774v3" "Thiocystis violascens 611, DSM 198" 3 3 3
"GCF_000025485.1_ASM2548v1" "Allochromatium vinosum DSM 180" 3 3 3
"GCF_000021985.1_ASM2198v1" "Thioalkalivibrio sulfidophilus HL-EbGR7" 1 1 1
"GCF_000025545.1_ASM2554v1" "Thioalkalivibrio sp. K90mix" 1 1 1
"GCA_000227685.3_ASM22768v3" "Thioalkalivibrio paradoxus ARh 1" 1 1 1
"GCF_000015345.1_ASM1534v1" "Dichelobacter nodosus VCS1703A" 3 3 3
"GCF_000007705.1_ASM770v1" "Chromobacterium violaceum ATCC 12472" 8 8.33 8
"GCF_000283535.1_ASM28353v1" "Pseudogulbenkiania sp. NH8B" 8 8 8
"GCF_000021025.1_ASM2102v1" "Laribacter hongkongensis HLHK9" 7 7 7
"GCF_000196295.1_ASM19629v1" "Neisseria lactamica 020-06" 4 4 4
"GCF_000020105.1_ASM2010v1" "Neisseria gonorrhoeae NCCP11945" 4 4 4
"GCF_000026965.1_ASM2696v1" "Neisseria meningitidis 8013" 4 4 4
"GCF_000024165.1_ASM2416v1" "Candidatus Accumulibacter phosphatis Type IIA UW-1" 2 2 2
"GCF_000236665.1_ASM23666v1" "Azospira suillum PS" 2 2 2
"GCF_000012425.1_ASM1242v1" "Dechloromonas aromatica RCB" 4 4 4
"GCF_000025965.1_ASM2596v1" "Aromatoleum aromaticum EbN1" 4 4 4
"GCF_000021765.1_ASM2176v1" "Thauera aminoaromatica MZ1T" 4 4 4
"GCF_000061505.1_ASM6150v1" "Azoarcus sp. BH72" 4 4 4
"GCF_000253115.1_ASM25311v1" "Thiomonas arsenitoxydans 3As" NA 1 1
"GCF_000015725.1_ASM1572v1" "Methylibium petroleiphilum PM1" 1 1 1
"GCF_000019785.1_ASM1978v1" "Leptothrix cholodnii SP-6" 2 2.33 2
"GCF_000013605.1_ASM1360v1" "Rhodoferax ferrireducens T118" 2 2 2
"GCF_000013865.1_ASM1386v1" "Polaromonas sp. JS666" 1 1 1
"GCF_000015505.1_ASM1550v1" "Polaromonas naphthalenivorans CJ2" 2 2 2
"GCF_000015565.1_ASM1556v1" "Verminephrobacter eiseniae EF01-2" 3 3 3
"GCF_000176855.2_ASM17685v2" "Acidovorax avenae avenae ATCC 19860" 3 3 3
"GCF_000015325.1_ASM1532v1" "Acidovorax avenae citrulli AAC00-1" 3 3 3
"GCF_000022305.1_ASM2230v1" "Acidovorax ebreus TPSY" 3 3 3
"GCF_000179015.2_ASM17901v2" "Alicycliphilus denitrificans BC" 3 3 3
"GCF_000018665.1_ASM1866v1" "Delftia acidovorans SPH-1" 5 5 5
"GCF_000023345.1_ASM2334v1" "Variovorax paradoxus S110" 2 2 2
"GCF_000184745.1_ASM18474v1" "Variovorax paradoxus EPS" 2 2 2
"GCF_000215705.1_ASM21570v1" "Ramlibacter tataouinensis TTB310" 1 1 1
"GCF_000013625.1_ASM1362v1" "Janthinobacterium sp. Marseille" 2 2 2
"GCF_000026125.1_ASM2612v1" "Herminiimonas arsenicoxydans ULPAs1" 2 2 2
"GCF_000143225.1_ASM14322v1" "Herbaspirillum seropedicae SmR1" 3 3 3
"GCF_000221045.1_ASM22104v1" "Collimonas fungivorans Ter331" 3 3 3
"GCF_000016345.1_ASM1634v1" "Polynucleobacter necessarius asymbioticus QLW-P1DMWA-1" 1 1 1
"GCF_000019745.1_ASM1974v1" "Polynucleobacter necessarius necessarius STIR1 (Endosymbiont)" 1 1.33 1
"GCF_000196015.1_ASM19601v1" "Cupriavidus metallidurans CH34" 4 4 4
"GCA_000009285.2_ASM928v2" "Ralstonia eutropha H16" 5 5 5
"GCF_000203875.1_ASM20387v1" "Ralstonia eutropha JMP134" 6 6 6
"GCF_000020205.1_ASM2020v1" "Ralstonia pickettii 12J" 3 3 3
